geneid	length	nreads
Kcnq1ot1	83437	10943
Mll5	7258	10926
Calm2	1216	10918
Phf2	5260	10908
Pik3ap1	2615	10904
Akna	5475	10893
Rpl7a	864	10890
Ddx3x	4571	10874
Hipk1	8049	10872
Rpl41	449	10865
Ppp2r5a	3082	10864
Snord17	221	10863
Sf3b2	3233	10854
Elf1	4217	10831
Cplx2	4925	10822
Serbp1	26614	10775
Itga4	9832	10742
Snn	2904	10738
Vps13b	13371	10733
Ep400	21488	10725
Mtss1	9908	10635
Rps8	740	10623
Fmnl1	7647	10608
Ubr4	15872	10593
Ywhae	2078	10550
Laptm5	2398	10488
Nono	4933	10470
Ebf1	2245	10461
Ptp4a3	13595	10455
Gnas	22976	10438
Baz2a	8369	10430
Wdr26	7047	10302
Sbk1	4092	10236
Pcbp2	11196	10235
Arhgef1	16676	10230
Kat6a	9126	10219
Rcc2	3767	10197
Cap1	2393	10160
Arf6	3731	10138
Stag2	11770	10137
Ppp6r1	3793	10132
Actr2	3669	10128
Atp2a3	13719	10107
Zfpm1	3386	10089
Cxcr4	1814	10082
Rbm39	2812	10063
Anp32e	9375	10046
Arid2	9029	9981
Naca	8152	9977
Vars	4224	9907
Hist2h2bb	493	9885
Tmsb10	1828	9874
Prrc2b	19232	9857
Nap1l1	5453	9841
Supt16	4491	9831
Samhd1	7897	9825
Rbm3	6700	9785
Rock1	6187	9636
Csk	2276	9609
Baz1b	6433	9600
Uhrf1	13944	9585
Flna	8347	9563
Ranbp2	9476	9553
Cep110	13582	9542
Foxo1	5552	9506
Jmjd1c	16999	9492
Smchd1	7047	9485
Clint1	3398	9452
Ep300	8749	9391
Baz2b	7980	9384
Sf1	8084	9348
Cpm	5195	9335
Tcf20	14579	9227
Cytip	5735	9192
Arl5a	5212	9181
Fam63b	8081	9169
Mlxip	9505	9149
Wasf2	4088	9115
Hmgn2	1254	9070
Setx	10970	9047
Numa1	7153	9043
Vpreb3	602	9013
Zfp106	9099	8970
Lbr	3552	8953
Ivns1abp	9693	8944
Smc1a	3970	8921
Reln	11698	8897
Dhx9	4613	8880
Rpl35	452	8863
Ctcf	3823	8852
Macf1	40909	8850
Hmha1	7408	8823
Stmn1	1060	8823
Hnrnpd	26832	8818
Rps20	502	8796
Strbp	16348	8782
Brd2	13469	8772
Arl5c	1561	8769
Kif11	4819	8759
Ccnd3	6170	8750
Erbb2ip	12962	8711
Rpl13	778	8678
Acin1	19148	8675
Ssrp1	5587	8666
Il7r	3210	8651
Smc3	4851	8641
Gas7	13980	8597
Mycbp2	15233	8585
Elk4	3671	8503
Tcf12	21475	8489
Klf13	6396	8472
B3gnt2	5275	8461
Cux1	7990	8458
Parp1	3827	8441
Npm1	4093	8440
Apobec3	4819	8432
Whsc1	21625	8405
H2afy	7824	8394
Thrap3	4327	8374
Srsf1	10924	8357
Tax1bp1	3284	8357
Usp7	5427	8356
Itpr2	23547	8341
Cic	18294	8333
Ncapd2	4514	8284
Ppp1ca	1363	8277
Nfatc3	6014	8263
Rps27a	1547	8259
Mcl1	3487	8239
Lgals9	3079	8234
Gpd1l	4393	8226
Srsf3	5626	8217
Eif4b	3854	8187
Usp34	12200	8187
Chd1	7918	8161
Ewsr1	2400	8147
Dnmt1	21864	8116
Cd72	5736	8066
Hnrnpa0	2678	8063
Hnrnpl	2142	8063
Mtpn	4042	8036
Blnk	2097	8031
Mgea5	4797	7975
Ppp1cc	2379	7962
Arhgap30	4487	7948
Rhoa	2126	7946
Purb	8478	7937
Luc7l2	10478	7936
Kdm3b	7112	7923
Atf7ip	4527	7920
Hnrnpul2	5726	7920
Fth1	2453	7894
Eif4g1	10813	7876
Hist1h4d	312	7866
Hivep1	8753	7852
Brd4	8667	7834
Rps12	518	7764
Eif3c	2882	7741
Dmxl1	12211	7700
Ankrd13a	3252	7694
Slc1a5	2758	7683
Atp5b	1879	7680
Herc1	15229	7680
Rps17	474	7675
Sbno1	10071	7653
Cd97	12307	7650
Rplp1	468	7630
Bcor	33578	7624
Dok3	1546	7622
Rpl11	594	7613
Rpl28	496	7613
Top1	3846	7613
H2afx	1359	7600
Brwd1	18378	7597
Cd79a	1327	7589
Rpl29	710	7587
Snrnp200	6740	7579
Arhgdia	2732	7576
4932438A13Rik	15883	7571
Snx2	2013	7569
Khdrbs1	6348	7559
Ptp4a2	6795	7546
Tmem123	2870	7522
Gabpb2	17273	7516
Il16	4989	7506
Ccni	2804	7502
Ptbp1	5788	7495
Cnbp	6489	7471
Ube2h	13361	7425
Rps16	615	7423
Rps15a	5134	7404
Khsrp	3999	7399
Rai1	14473	7390
Vim	1834	7385
Calm3	2208	7379
Rock2	8012	7375
Gltscr1	5360	7371
Cep350	13307	7357
Herc2	15346	7357
Spin1	5200	7331
Zcchc11	6054	7328
Rps2	999	7310
Bod1l	10539	7303
Tram1	2888	7293
Tnrc6b	34458	7287
Ckap5	13091	7278
Copa	4629	7263
Tnks2	6481	7263
Smarcc1	5673	7239
Cacna1e	12697	7207
Cct2	1962	7199
Rps23	555	7190
Chd8	8190	7163
Txnip	5599	7156
Plcg2	4298	7136
Tapt1	3489	7133
Ftl1	970	7129
Sema4b	3946	7120
Capza1	3187	7115
H2-Q4	1793	7115
Inpp5d	14628	7098
Cbx3	1803	7074
Man2a1	6078	7061
Lsp1	11254	7060
Qk	16812	7059
Cdv3	15211	7053
Hectd1	8988	7031
Kctd12	6057	7026
Dpp4	8922	7023
Jak1	5299	7017
Tcp1	2363	7008
Ptprj	11835	6962
Set	5497	6945
Papola	4508	6943
Herpud1	1871	6939
Col5a3	6086	6925
Eif4g3	18437	6918
Gpcpd1	10795	6916
Hnrnpc	13993	6907
Suz12	8677	6898
Srsf2	1903	6884
Rpl15	1841	6875
Srsf5	4703	6867
Slc38a1	22077	6863
Eif3f	1507	6837
Chchd10	948	6836
Tardbp	39147	6835
Canx	12827	6828
Smarca5	4638	6824
Gm17821	12530	6812
Snora81	164	6808
Ralgps2	41634	6798
Gpam	3828	6786
Rbbp4	4407	6776
Picalm	24501	6741
Ncoa2	16219	6738
Rac2	3036	6703
Srrm1	7449	6691
Eef1g	1565	6685
Etnk1	6433	6662
Ubb	1165	6653
Ash1l	11270	6650
Pik3cd	29395	6648
2900097C17Rik	4917	6626
Rhoh	4960	6618
Akt1	5330	6610
Syncrip	9341	6587
Ptk2b	11794	6558
Bcr	6537	6554
Cpsf2	5315	6552
Akap9	12105	6544
Vcp	3315	6541
Matr3	4472	6538
Tfrc	4914	6537
Osbpl8	14267	6509
Syne2	21718	6484
Far1	7853	6474
Pds5a	4146	6473
Rps26	448	6469
Esyt1	3685	6440
Cenpe	7813	6428
Nsa2	2686	6424
Pik3cg	20135	6422
Kdm5a	10969	6409
Kif5b	6030	6406
Lnpep	5181	6401
Uba1	16374	6393
Ubr5	19562	6386
Pik3r1	12754	6378
Pnrc1	1925	6378
Wdr1	2878	6367
AI314180	5901	6358
Arf1	3790	6344
Fam168b	15126	6344
Ppp1cb	4024	6326
Chd2	9071	6325
Il2ra	4428	6314
Bzw1	2833	6299
Man2a2	6554	6292
Rrm2b	4512	6288
Eef1b2	1933	6256
Aspm	9866	6236
Kdm2a	7265	6235
Nedd9	8947	6233
Irf2bp2	4530	6221
Csnk1a1	2013	6195
Cpsf6	6534	6186
Mef2d	2459	6186
Dhx15	5991	6183
Zmiz1	7525	6170
Atad2b	8102	6168
Dyrk1a	11771	6166
Rpl18	679	6139
Anapc5	5477	6136
Ptprcap	846	6128
Pcna	1260	6117
Tpm4	2082	6097
Chd9	11517	6090
Baz1a	6179	6087
Atp13a2	8580	6084
Fus	1844	6082
Tacc1	14166	6079
Taok1	12409	6059
Ankhd1	8231	6057
Zfp207	12240	6053
Rps18	524	6036
Gnb1	9374	6032
Sp3	8259	6030
Thoc2	7619	6030
Zfp706	4417	5996
Mta2	3087	5985
Nckap1l	4717	5976
Erp29	1243	5975
Rbm25	4244	5974
Pfn1	870	5966
Apc	12449	5953
Slamf7	3977	5951
Mylip	2983	5939
2610507B11Rik	7443	5938
Rbm5	3087	5915
Zfp292	9977	5909
Hspa4	4640	5893
Eps8	21748	5887
Cmah	19124	5886
Smarcc2	14214	5860
Trib2	4198	5847
Trrap	12476	5838
Tgfb1	2094	5833
Rps19	629	5820
Paip2	1424	5816
Add1	11918	5803
Ddx46	5673	5801
Ppp1r12a	3403	5801
Myl4	883	5798
Ppp1r16b	12762	5784
Topbp1	5111	5783
Rgs2	3009	5780
Cbx5	26505	5775
Gse1	19783	5774
Sp1	7818	5774
Ppp1r15b	5588	5770
St6gal1	12729	5769
Kdm5c	6267	5768
Rps15	522	5764
St8sia4	6807	5755
Usp24	10601	5734
Rpl32	504	5732
Usp9x	11902	5729
Tubb4b	1600	5726
Pax5	1208	5725
Ddb1	4163	5713
Trim28	3242	5705
Hist1h2ak	393	5695
Mcm7	2396	5694
Mtor	8595	5690
Sh3kbp1	13926	5689
Rrm2	2180	5684
Celf2	65102	5680
Gltscr2	1557	5676
Ctnnb1	7046	5667
Hivep2	9768	5662
Mapk1	7031	5656
Hdac5	7593	5652
Ccna2	2811	5651
Tm9sf3	6144	5644
2810407C02Rik	3546	5630
Git2	14911	5628
Pafah1b3	870	5628
Hist1h3d	411	5624
Phf14	10800	5601
Rpl9	725	5601
Ppp6r3	14498	5596
Tnrc18	13852	5593
Ctbp1	9536	5573
Klf2	1816	5573
Ccar1	4478	5571
Acly	8824	5544
Snx30	7507	5533
Ube2d3	2619	5531
Smek1	9149	5527
Zbtb18	8786	5524
Cdc25b	6134	5520
Tet3	10906	5520
Slc16a1	4426	5511
Acss1	3594	5506
Eif3h	1228	5506
Tab2	4278	5496
Cyth1	9474	5494
Brd1	5137	5486
Ino80d	26967	5485
Zbed4	5374	5485
Prpf40a	3565	5479
Slc38a2	4628	5477
Snord15a	148	5476
Vps13d	44688	5470
Prpf4b	4466	5455
Ran	2288	5454
Jun	3187	5443
H2afz	957	5439
Kpnb1	5909	5433
Arhgap17	16878	5419
Pip5k1c	8480	5416
Dbnl	7086	5415
Sun2	11325	5405
4930523C07Rik	5868	5404
Ubtf	9138	5403
Cdk13	13982	5395
Setd5	6470	5394
1700021K19Rik	10641	5391
Swap70	4035	5390
Anp32b	1367	5380
Rpl31	3403	5380
Rpl10a	830	5361
Mprip	17502	5355
Smc2	5321	5338
Atxn2l	3718	5333
Hspa5	5150	5332
Itpr3	8990	5331
Ctdsp2	8959	5327
Eif5a	12029	5322
Adnp	4903	5319
Gramd4	8427	5310
Ik	1996	5306
Maz	2371	5299
Ubxn7	10318	5299
Rfx7	8000	5295
Eif4a2	7750	5293
Ly6d	691	5289
Creb1	25057	5287
Eif1	1211	5286
Fam120a	4918	5286
Incenp	3217	5284
B4galt1	4535	5274
Ncoa3	7531	5273
Pcm1	8381	5260
Hist1h4h	478	5256
Zc3h11a	4395	5253
Rps14	597	5251
Cd47	1914	5239
Itsn2	14409	5235
Brd3	15982	5234
Siglecg	2484	5233
Srsf6	3546	5233
Sin3a	15300	5225
Lbh	3068	5222
Polm	2925	5215
Ankrd17	19379	5205
Hdgf	2245	5201
Rnu11	108	5199
U2surp	15340	5195
Zc3h4	6051	5194
Elf4	5847	5182
Clk1	6657	5163
Cul3	2764	5163
Clic1	1159	5157
Eif2ak3	4496	5157
Usp1	3567	5155
Arhgdib	1100	5147
Txndc11	4197	5147
Bclaf1	16209	5140
Mtmr3	5674	5131
Rbbp6	8471	5123
Syvn1	6573	5113
Pde2a	20708	5103
Ezr	3070	5101
Ddx54	3931	5098
Eif4a1	3749	5093
Rpl14	935	5076
Slc25a51	4437	5072
Ano6	11359	5062
Smarcd2	5144	5062
Sec63	6032	5058
Zfp871	10850	5055
Ubap2l	30876	5038
Usp25	4413	5032
Chst15	4265	5031
Itm2b	1772	5029
Ubl3	2667	5024
Arpc5	1897	5018
Rb1	4625	5013
Blk	2475	5011
Scd1	4837	5009
Mcm6	2901	5002
Rbm33	9501	4995
Atp13a3	14528	4993
Xrn2	3367	4991
Camk2d	12782	4982
Arid4b	11949	4977
Cbfb	11346	4966
Fbxo11	4013	4965
Hist1h2bb	468	4963
Prr14l	10546	4963
Cdc42	3654	4961
Nr2c2	7620	4958
U2af2	4392	4950
Hist3h2a	1990	4949
Sept7	5058	4949
Cct5	1769	4944
Azin1	9896	4943
Rlim	7435	4940
Hp1bp3	9785	4935
Clta	4458	4930
Tbl1xr1	8127	4929
Rps5	740	4925
Arhgef18	5300	4920
Clec2d	1214	4912
Bcl2l1	2371	4910
Wbp7	8457	4908
Gm15800	15482	4907
Mga	27235	4897
Rab43	8913	4895
Prkar1a	3323	4889
Tnpo1	10776	4885
Nnt	8140	4870
Rps11	602	4849
Scd2	5451	4846
Rac1	2269	4845
Cep170	6930	4843
Golgb1	11025	4839
Rpl12	638	4834
Smc6	5603	4829
Med13l	9295	4816
Cd37	1226	4807
Cbfa2t3	22910	4806
Rabgap1l	9711	4806
Msl2	4923	4804
Pafah1b1	11307	4802
Grk6	8091	4796
Rpl35a	1532	4784
Uggt1	9029	4783
Arpc2	1597	4780
Prep	2719	4772
Aftph	7788	4770
Xpo1	10050	4768
Pds5b	7309	4758
Arhgap11a	5016	4756
Brd8	4677	4753
Mid1	7784	4752
Phf3	7561	4746
Cnot2	11940	4744
Msi2	7270	4740
Rreb1	46572	4738
Zfp36	1765	4736
Rfwd2	5056	4731
Rps10	573	4729
Ube2i	8297	4726
Snx5	4927	4718
Stag1	6010	4717
Il17ra	3970	4714
Ttyh3	4658	4714
Spen	12299	4707
Tmem106b	6082	4704
Pou2f1	51912	4701
Chd6	10549	4698
Hist1h4f	312	4696
Smarce1	2918	4695
Map4k4	22525	4691
Gm608	12606	4686
Ankfy1	8034	4684
Prkcd	2775	4684
Eif5	7793	4681
Kansl1	5510	4674
Prpf38b	3003	4673
Calr	1943	4663
Susd1	3295	4663
Rasgrp1	5105	4659
Snap29	3432	4656
Rrm1	3997	4651
Ppp1r18	8526	4650
Prex1	6530	4644
Bdp1	9921	4637
Cdk19	11482	4637
Sec11c	770	4631
Stambpl1	1978	4619
Stk24	2574	4605
Tpx2	21219	4598
Dck	3057	4593
Mlec	5952	4593
Ogt	5384	4589
Cdc5l	2991	4585
Eif2c2	8031	4580
Marf1	7765	4569
Rps25	684	4566
Fnbp4	4690	4557
Cd74	2638	4556
Foxp4	12000	4550
Dido1	18041	4546
Rapgef1	18321	4533
Dock11	6665	4524
Cox7a2l	2229	4519
Anp32a	2089	4515
Tlk1	4031	4514
Stk10	5073	4513
Dpp8	4764	4510
Hnrpdl	2750	4503
Sf3b3	4299	4498
Iqsec1	11016	4497
Rpl27	734	4497
Nrd1	4155	4496
Hist1h4c	312	4495
Pecam1	6553	4495
Tnrc6c	8726	4489
Wtap	11937	4488
Glg1	3870	4486
Eif2s3x	3587	4479
Rapgef6	31997	4472
Arfgef1	7042	4469
Limd2	2950	4464
Dnahc8	14583	4456
Nol7	1811	4454
Wac	15127	4452
Casc5	6525	4451
Flii	4012	4445
Pabpn1	1793	4445
Pdcd4	6554	4430
Pcnt	9530	4429
Trim25	5563	4427
Epb4.1l2	8667	4424
Dusp11	6434	4422
Ktn1	4485	4422
Dip2b	17041	4417
Celf1	25095	4414
Ppp2ca	1930	4411
Ywhaq	2110	4410
Gpbp1	7188	4407
Nfkb1	4118	4402
5031439G07Rik	5032	4400
Tgfbr2	9501	4397
Rcsd1	5250	4394
Rmnd5a	6165	4392
Arcn1	3454	4378
Capza2	1986	4373
Sp100	2158	4373
Fgfr1op2	2828	4357
Luc7l3	3296	4351
Rasa3	4118	4349
Glyr1	6686	4340
Trak1	4885	4337
Eif3e	1541	4334
Hmgn1	1200	4334
Hist1h2be	4986	4333
Dazap2	1822	4315
Sash3	2584	4314
Fmr1	4393	4310
Fubp1	6491	4310
Rnf10	3112	4302
Rnu12	150	4300
Rsrc2	8674	4293
Sept6	15282	4291
Zfp36l2	3532	4286
Pgm2l1	8626	4285
Mrfap1	1630	4271
Sdha	2859	4269
Tmem164	12405	4269
Uso1	3898	4261
Mier1	9403	4259
Mcm3	2886	4256
Supt6	6201	4256
Pum1	25717	4255
D4Wsu53e	1415	4250
Hcls1	2018	4250
Hist1h2af	393	4249
Sumo2	998	4245
Rsf1	11129	4240
Hip1r	4392	4236
Lmo4	4670	4234
Rnf20	8471	4226
Zzef1	11150	4224
Hnrnpr	2675	4221
Anapc1	8967	4218
Gm10845	3389	4218
Btf3	1978	4216
Capzb	6761	4216
2810417H13Rik	2387	4214
D10Wsu52e	1979	4214
C2cd3	7811	4211
Mctp2	5789	4203
Rpl22	2040	4198
Hdac7	33483	4194
Smek2	5108	4190
Dcp2	8643	4186
Sepp1	6139	4185
Sept11	5008	4178
Ypel3	2006	4166
Traf6	5474	4153
Gpbp1l1	3519	4151
Rpl39	394	4151
Pdcd6ip	17877	4149
Cd38	2995	4147
Fli1	3087	4147
Prc1	3011	4147
Srrt	9018	4139
Ccng2	2494	4138
Ppp2r5c	13298	4138
Tcerg1	4409	4136
Notch1	9489	4131
Srgn	938	4130
Vps13a	11164	4130
Tor1aip1	12152	4129
Jhdm1d	9553	4125
Zfc3h1	6956	4122
Pan3	4628	4119
Smg7	17387	4116
Vav1	12315	4104
Zfml	10761	4101
Dicer1	9851	4100
Senp6	4938	4096
Fam49b	3800	4094
Hvcn1	5423	4085
Mbtps1	8599	4084
Ifi203	7244	4075
Hist1h4k	312	4073
Ogdh	33277	4071
Rps13	582	4066
Smap2	2905	4064
Zfp608	6112	4064
Atad2	5683	4060
Ubqln1	7288	4060
Coro1b	1844	4058
Pdia3	2642	4049
Bub1b	3669	4047
Osbpl9	9599	4042
Cep250	31789	4030
Pcbp1	1669	4030
Mapre1	7327	4027
Ap2b1	10776	4024
Med1	15722	4023
Tmem229b	7521	4023
Kdm1b	4987	4021
Pml	10616	4018
Eif4h	2409	4008
Rbm17	1534	4002
Snora74a	198	3998
Dgkz	7584	3997
Slc44a2	6916	3994
Prdm2	16718	3993
Rps28	327	3993
Srsf11	9257	3993
Arid3a	5326	3989
Nin	16383	3983
Rpl37a	588	3979
Rab11b	6065	3978
Ythdc1	3034	3978
Whsc1l1	13575	3974
Nr3c1	6329	3969
2810474O19Rik	6080	3967
Larp4b	4688	3967
Trak2	6240	3967
Pdzd8	7076	3964
Rc3h1	11011	3964
Sh3glb1	3949	3952
Tcea1	7903	3948
Supt5	3511	3944
Hist1h2bg	615	3942
Jarid2	17383	3941
Dennd5b	9833	3940
Tra2b	2135	3935
Acsl4	15257	3932
Arih1	6435	3931
Zcchc6	5551	3931
BC005537	2551	3924
Foxn3	2611	3920
Suv420h1	33890	3918
Lig4	4081	3913
Vps54	4712	3907
Pkm	4864	3903
Zfp646	6310	3903
Kpna2	2038	3900
Kidins220	7402	3896
1110018G07Rik	5433	3894
Actn4	3811	3886
Abi1	17103	3881
Ywhah	1764	3879
Hnrnpa3	13003	3876
Rif1	8502	3870
G3bp2	21355	3868
Aldh2	2207	3866
Cnot6l	5269	3865
Nup153	6021	3865
Ankle2	10515	3858
Dcaf8	3743	3858
Wrn	12656	3854
Iws1	9623	3843
Hist1h3b	411	3842
Copb2	3043	3839
Ubr2	15298	3836
Prkce	6254	3835
Zbtb7a	5373	3834
Kctd3	3703	3829
Sf3a1	4916	3828
Rbm6	7705	3823
Vezf1	4583	3823
Ankrd44	6140	3809
Map4k1	2698	3808
Csnk1g2	4695	3806
Gna13	6197	3803
Pold1	3424	3795
Rpl37	867	3794
Zfp148	9431	3785
Raly	6741	3780
Ahctf1	8831	3773
Notch2	10506	3773
Tmod3	3590	3773
G3bp1	2685	3769
D14Abb1e	14878	3766
Mgat1	11373	3754
1110037F02Rik	7115	3750
Ints1	7113	3750
Spag9	49794	3749
Ap2m1	2057	3744
Morf4l1	3849	3738
Cmip	8879	3730
Tcof1	9150	3727
Ddx24	5974	3726
Ssb	4149	3726
Rbl1	7264	3725
Pa2g4	2432	3724
Cdk12	20157	3721
Pdha1	2761	3716
Sik1	4509	3712
Pim1	1753	3709
Cd2ap	5399	3708
Abcf1	3150	3706
Rb1cc1	7046	3704
Chd3	7281	3701
Hmgn5	1907	3700
Rab21	1824	3699
Clasp1	23049	3697
Ccm2	5336	3696
H2-D1	1736	3693
Slfn2	1664	3689
A130077B15Rik	2547	3688
Upf1	9199	3687
Psip1	3181	3682
Pkn1	6761	3679
R3hdm2	12489	3679
H13	16199	3675
Rpl36a	489	3672
Atp8a1	16303	3670
Sfrs18	4545	3668
Med12	8447	3662
Smg6	5799	3656
Arhgap25	5330	3654
E2f8	3691	3650
Rdx	10555	3650
Ubr3	16153	3648
Slc30a5	3179	3641
Usp19	23481	3641
Arfgef2	8776	3640
Ireb2	5808	3636
Clspn	4982	3631
Kdm4a	7992	3629
Rtf1	4664	3628
Nufip2	10399	3626
Helz2	10109	3625
Ptpn6	4409	3625
Parp14	7251	3618
Nusap1	5821	3614
Sh3bgrl	2836	3614
Rassf4	6344	3612
Dcaf7	5749	3611
Fam65b	12159	3611
Msl1	4340	3611
Asxl2	17922	3607
Morc3	4179	3606
Cpsf7	7181	3604
Crebrf	7453	3604
Sdc4	2460	3601
Trim11	2252	3599
Phf20l1	6670	3595
Ppm1g	2165	3592
Mast4	10670	3590
Lin7c	4136	3589
Slc25a5	1238	3587
Ubn2	14669	3583
Cd2	1144	3578
Spop	2882	3577
Plekhf2	2920	3576
Rap1b	1937	3576
Tmem131	6548	3574
Mon2	27861	3571
Nfkbia	1579	3570
Ubn1	6455	3569
Jakmip1	2382	3568
Pi4ka	6431	3567
Prkd3	16854	3566
Cxxc5	2272	3560
Ncapg2	6604	3559
Pkig	5389	3559
Cdkn1b	2405	3557
Cblb	6322	3556
Zfp236	9473	3555
Ube2d2a	2483	3554
Oxr1	19759	3551
Samd9l	5329	3547
Lsm14a	2723	3546
Pgls	883	3543
Fcho1	6559	3539
Ddx21	4743	3538
Tnrc6a	8479	3538
Hist2h4	348	3537
Zfp36l1	2984	3533
Ccdc88c	6292	3531
Pak2	4099	3524
Sec16a	8739	3524
Zmynd11	8066	3517
BC018473	3263	3512
Foxm1	4365	3508
Limd1	4853	3504
Ylpm1	7034	3497
Hist1h2ab	506	3495
Mtdh	3680	3494
Rbm27	6264	3492
Cdc42se1	3659	3486
Itch	10576	3479
Mknk2	3068	3478
Nfya	7335	3478
Ppm1e	6315	3474
Rnf111	4880	3467
Ywhab	2775	3467
Ssr1	9306	3466
