geneid	length	nreads
Cenpe	7813	10943
Ptprc	15994	10903
Erbb2ip	12962	10893
Lbr	3552	10857
Unc93b1	4258	10846
Strbp	16348	10836
Pbrm1	8117	10796
Caprin1	25393	10781
Eif4g3	18437	10762
Plcg2	4298	10754
Usp34	12200	10659
Kdm3b	7112	10657
Ewsr1	2400	10591
Snord17	221	10571
Rpl6	1250	10511
Ppp2r5a	3082	10503
Ash1l	11270	10483
Mll5	7258	10466
Vps13b	13371	10445
Ssrp1	5587	10379
Rock1	6187	10363
Nucks1	12189	10318
Chd9	11517	10300
Prpf38b	3003	10300
Smc2	5321	10292
Adam19	6387	10275
Anapc5	5477	10273
Ezr	3070	10234
Btg2	3083	10195
Vim	1834	10172
Laptm5	2398	10105
Rpl21	1856	10094
Smchd1	7047	10085
Jmjd1c	16999	10083
Zcchc11	6054	10081
Tnrc18	13852	10076
Kif11	4819	10046
Smarcc1	5673	10025
Cytip	5735	10023
Gnai2	2177	9949
Rps8	740	9948
Hmha1	7408	9924
Srrm1	7449	9913
Hnrnpul2	5726	9904
Trip12	9632	9896
Mlxip	9505	9878
Arid2	9029	9874
Prpf4b	4466	9803
Vars	4224	9791
Foxo1	5552	9781
Pnn	3469	9775
Arhgap17	16878	9748
Eif4g1	10813	9747
Mcl1	3487	9720
Herc1	15229	9684
Phf2	5260	9670
Rpl18a	1291	9639
Bcor	33578	9612
Canx	12827	9593
Smarcc2	14214	9549
Tpx2	21219	9535
Snx2	2013	9506
H2afx	1359	9494
Dhx9	4613	9480
Jund	2878	9468
Lyn	6849	9463
Rock2	8012	9461
Itsn2	14409	9459
Inpp5d	14628	9412
Rps4x	876	9365
Kctd12	6057	9352
Hist1h2ak	393	9351
Il7r	3210	9321
Chd2	9071	9277
Aspm	9866	9265
Ddx3x	4571	9257
Slamf7	3977	9249
4932438A13Rik	15883	9240
Tcf20	14579	9230
Klhl24	6683	9216
Ubb	1165	9214
H2afz	957	9207
Rcc2	3767	9178
Rpl8	862	9176
Gabpb2	17273	9171
Marcks	4186	9167
Syne2	21718	9167
Calr	1943	9161
A630089N07Rik	2131	9141
Gas7	13980	9141
Ccar1	4478	9138
Golgb1	11025	9138
Slc38a1	22077	9137
Rbbp4	4407	9128
Rps7	961	9121
Sbno1	10071	9113
Ddx46	5673	9074
Elk4	3671	9057
C1galt1	2065	9042
Zfp106	9099	9018
Aplf	6332	8985
Setx	10970	8977
Csde1	8309	8973
Brwd1	18378	8963
Atp5a1	2431	8955
Cep250	31789	8928
Set	5497	8914
Cux1	7990	8912
Ppp1r12a	3403	8901
Arglu1	1712	8892
H3f3a	1076	8890
H2-K1	1646	8885
Spen	12299	8876
Atf7ip	4527	8865
Zmiz1	7525	8855
Hmgn5	1907	8851
Hist1h4h	478	8792
Cdv3	15211	8747
Psap	15807	8738
Tardbp	39147	8729
Dpp4	8922	8719
Xrcc6	2113	8712
Rplp1	468	8709
Safb2	3272	8708
Chd8	8190	8703
Akap9	12105	8672
Arhgap11a	5016	8671
Mtss1	9908	8654
Rps23	555	8631
Mef2d	2459	8603
Pcm1	8381	8525
Slc1a5	2758	8513
Il16	4989	8503
Bod1l	10539	8491
Pyhin1	3497	8483
Ralgps2	41634	8479
Epb4.1l2	8667	8473
Usp7	5427	8464
Flna	8347	8458
Cacna1e	12697	8457
Sfrs18	4545	8450
Ubr5	19562	8437
Arf6	3731	8416
Cfl1	1184	8391
Fcrla	5046	8361
Arl5a	5212	8335
Ddx6	18106	8303
Tcf12	21475	8250
Bclaf1	16209	8245
Thoc2	7619	8243
Eif3c	2882	8207
Rai1	14473	8196
Tcerg1	4409	8177
Kpnb1	5909	8174
Hectd1	8988	8169
Khdrbs1	6348	8160
Cdc25b	6134	8154
Rbm33	9501	8117
Rbm5	3087	8100
Snrnp200	6740	8081
Arhgef1	16676	8066
Rbbp6	8471	8066
Srsf1	10924	8046
Map4k4	22525	8041
Ankhd1	8231	8018
Snord22	126	8006
Coro1a	1597	8004
Ccna2	2811	7996
Srrt	9018	7990
Lgals9	3079	7975
Csk	2276	7970
Smarce1	2918	7970
Rsrc2	8674	7964
Dmxl1	12211	7958
Topbp1	5111	7956
Wdr1	2878	7955
Ktn1	4485	7942
Pax5	1208	7938
Mgea5	4797	7890
Sbk1	4092	7879
Klf13	6396	7872
Bcr	6537	7849
Dnahc8	14583	7811
Kdm5a	10969	7771
Chd6	10549	7765
Rps20	502	7755
Fau	1881	7749
Rbm3	6700	7743
Rps9	703	7743
Col5a3	6086	7736
Srsf5	4703	7723
Khsrp	3999	7719
Rpl13	778	7715
AI314180	5901	7714
Ptpn6	4409	7712
Cpm	5195	7706
Atad2	5683	7692
Iqsec1	11016	7688
Brd3	15982	7684
Wasf2	4088	7677
Kif5b	6030	7668
Rpl3	1361	7665
Vps13d	44688	7651
Vmn1r58	2680	7628
Osbpl8	14267	7579
Brd1	5137	7577
Trib2	4198	7573
Bub1b	3669	7559
Tnrc6b	34458	7551
Abcf1	3150	7546
Pds5a	4146	7521
Eif2ak3	4496	7517
Hivep2	9768	7511
Git2	14911	7506
Jakmip1	2382	7495
Dido1	18041	7491
Syvn1	6573	7489
Calm3	2208	7486
Dbnl	7086	7473
Apc	12449	7461
Ncoa3	7531	7457
Klhl6	2405	7445
Ccnd3	6170	7440
Phf3	7561	7430
Stk10	5073	7416
Prpf40a	3565	7410
Ptprj	11835	7405
Rpl35	452	7402
Srsf4	2254	7402
Zfp292	9977	7384
Clspn	4982	7363
Snn	2904	7362
Tacc1	14166	7362
Rrm2	2180	7348
Pcbp2	11196	7342
Npm1	4093	7338
Serp1	2449	7310
Pik3cd	29395	7302
Ankrd17	19379	7285
Atad2b	8102	7283
Nckap1l	4717	7282
Psip1	3181	7280
Chd3	7281	7267
Zfp277	4530	7256
Dpp8	4764	7254
Myl4	883	7243
Nfatc3	6014	7242
Itpr3	8990	7240
Dok3	1546	7236
Ptp4a3	13595	7229
Cpsf6	6534	7225
Tubb4b	1600	7213
Ythdc1	3034	7211
Esyt1	3685	7191
Tapt1	3489	7182
Tax1bp1	3284	7178
Cmah	19124	7177
Gnas	22976	7172
Ik	1996	7166
Cbx5	26505	7162
Man2a2	6554	7158
Rps24	2569	7151
Herc2	15346	7132
Cep170	6930	7127
Cnot2	11940	7121
Ubl3	2667	7118
Pfn1	870	7107
Kdm2a	7265	7101
Usp24	10601	7101
Snrnp70	1639	7099
Ubr2	15298	7096
Hivep1	8753	7093
Arid4b	11949	7081
Pcnt	9530	7078
Ylpm1	7034	7075
Hdgf	2245	7074
Hnrpdl	2750	7070
Usp9x	11902	7058
Safb	3183	7046
Mid1	7784	7045
Tmsb10	1828	7008
Sept7	5058	7003
Cyth1	9474	6993
Phf14	10800	6993
Nedd9	8947	6989
Mycbp2	15233	6965
Matr3	4472	6958
Dyrk1a	11771	6955
Pik3r1	12754	6949
Gnb1	9374	6911
Mta2	3087	6907
Atp5b	1879	6902
Gramd4	8427	6871
Rhoa	2126	6871
Wbp7	8457	6868
Cpsf2	5315	6847
Mtpn	4042	6830
Zc3h4	6051	6803
Rplp2	441	6794
Ptprcap	846	6785
Srsf11	9257	6780
Smc6	5603	6768
Ankrd13a	3252	6742
Eef1b2	1933	6725
Fip1l1	9003	6712
Ppp1r18	8526	6693
Gse1	19783	6692
Rbm6	7705	6690
Bdp1	9921	6682
Prex1	6530	6663
Sltm	7260	6662
Rrm1	3997	6652
Cnbp	6489	6647
Trrap	12476	6634
Rps3	1878	6628
Klf2	1816	6623
Dhx15	5991	6620
Rpl28	496	6619
Vpreb3	602	6617
Pde2a	20708	6616
B3gnt2	5275	6612
Zc3h13	6151	6608
Rac2	3036	6604
Rnf20	8471	6598
Tmsb4x	670	6597
Actr2	3669	6596
Hip1r	4392	6593
Hmgn2	1254	6585
Rpl12	638	6582
Ptk2b	11794	6576
Tet3	10906	6568
Hnrnpl	2142	6564
Anp32a	2089	6551
Taf1	8060	6537
Hnrnpa0	2678	6532
Cd74	2638	6508
Ddb1	4163	6494
Sec63	6032	6490
Sf3b3	4299	6485
Uggt1	9029	6481
Fnbp4	4690	6466
Rgs2	3009	6455
Supt5	3511	6454
H2afy	7824	6451
Qk	16812	6443
Parp1	3827	6426
Taok1	12409	6426
Bzw1	2833	6404
Gpd1l	4393	6388
Tpm4	2082	6387
Trim28	3242	6387
Man2a1	6078	6386
Ppp1ca	1363	6374
Smek1	9149	6362
Atxn2l	3718	6359
Papola	4508	6354
Copa	4629	6353
Rabgap1l	9711	6351
Kif23	3425	6350
Lnpep	5181	6350
Vcp	3315	6322
Hist2h2ac	390	6313
R3hdm2	12489	6312
Zfp706	4417	6298
Brd8	4677	6295
Smarca5	4638	6291
Ywhah	1764	6291
Eif2c2	8031	6275
Ppp1cc	2379	6275
Mylip	2983	6263
Bcl2l1	2371	6261
Kif20b	5563	6257
Snx30	7507	6257
Pdia4	2481	6234
Far1	7853	6213
Zfp207	12240	6206
Eif5b	7797	6196
Tfrc	4914	6191
Setd5	6470	6189
Med13l	9295	6173
Naca	8152	6171
Clk1	6657	6162
Vav1	12315	6150
Fam120a	4918	6140
Foxm1	4365	6140
Actn4	3811	6125
Mtor	8595	6122
Casc5	6525	6113
Sh3kbp1	13926	6113
Dnm2	13688	6103
Srsf3	5626	6096
Sp3	8259	6075
Nrd1	4155	6069
Fth1	2453	6067
Zfml	10761	6065
Rreb1	46572	6056
Eif4b	3854	6052
Mga	27235	6044
E2f8	3691	6037
N4bp2	5731	6030
Mcm3	2886	6023
Cct2	1962	6019
Rpl23	1062	6010
Arid3a	5326	6009
Ogt	5384	6006
Samhd1	7897	6006
Ssb	4149	6003
Spag9	49794	5997
Rbm17	1534	5995
Srsf6	3546	5962
Fbxo11	4013	5954
Tmem131	6548	5953
Atp13a2	8580	5944
Trak1	4885	5934
Zc3h11a	4395	5931
Chst15	4265	5920
Hnrnpc	13993	5908
Dhx16	3390	5903
Ino80d	26967	5903
Rif1	8502	5895
Dgkz	7584	5885
Fam63b	8081	5878
Synj2bp	10398	5878
Fcho1	6559	5876
Cbfa2t3	22910	5868
Etnk1	6433	5862
Mbd2	1850	5853
Arid4a	5780	5844
Rps5	740	5844
Tram1	2888	5842
Akt1	5330	5841
Rdx	10555	5840
Marf1	7765	5835
Nusap1	5821	5833
Rpl41	449	5830
Arhgef18	5300	5823
Tnrc6c	8726	5807
Purb	8478	5805
Gpam	3828	5793
Tab2	4278	5787
Sp1	7818	5786
Kif15	4823	5770
Ube2h	13361	5762
Zfr	4597	5758
Swap70	4035	5746
Ccdc88c	6292	5740
Tmem123	2870	5738
Csnk1a1	2013	5733
Apobec3	4819	5732
U2surp	15340	5720
Smg6	5799	5719
Pabpn1	1793	5709
Stag1	6010	5705
Zfc3h1	6956	5700
Ppp1cb	4024	5699
Maz	2371	5697
2610507B11Rik	7443	5696
Dusp11	6434	5696
Sema4b	3946	5675
Usp1	3567	5664
Hist1h2bb	468	5651
Suz12	8677	5647
Golga4	7532	5646
Susd1	3295	5641
Fubp1	6491	5633
Jarid2	17383	5620
Jun	3187	5619
Celf2	65102	5604
Ano6	11359	5598
Dock11	6665	5572
Rrm2b	4512	5566
Hdac5	7593	5564
Jak1	5299	5562
Rcsd1	5250	5556
Uba1	16374	5554
Odf2	14832	5549
Rtf1	4664	5530
Tnks2	6481	5530
Srsf2	1903	5514
Kansl1	5510	5508
Smarcd2	5144	5508
Creb1	25057	5503
Capza1	3187	5494
Ubtf	9138	5494
Ubap2l	30876	5488
Prr14l	10546	5485
Mlec	5952	5480
Glg1	3870	5465
Ptp4a2	6795	5452
Nin	16383	5449
Arhgdia	2732	5444
Myo18a	7304	5444
Msl1	4340	5434
Pkn1	6761	5434
Add1	11918	5432
Ptbp1	5788	5426
Mapk1	7031	5421
Ubxn7	10318	5401
Hcls1	2018	5395
Pan3	4628	5387
G530011O06Rik	2380	5378
Fgfr1op2	2828	5370
Clta	4458	5367
Gpatch8	6829	5364
Cdk13	13982	5362
Rpl11	594	5361
1700021K19Rik	10641	5358
Hspa4	4640	5342
St6gal1	12729	5338
Ncapg2	6604	5330
Zc3h18	7536	5329
Sin3a	15300	5321
Ncoa2	16219	5281
Lsp1	11254	5280
Ttyh3	4658	5273
2900097C17Rik	4917	5269
Trim44	5612	5262
Eif5a	12029	5256
Dock10	7303	5251
Rsf1	11129	5244
Elf4	5847	5238
Azin1	9896	5232
Hdac7	33483	5227
Blnk	2097	5225
Arl5c	1561	5222
Gm608	12606	5219
Gm15800	15482	5210
St8sia4	6807	5210
Ncapd3	5503	5200
Celf1	25095	5194
Rpl10	795	5171
Prkcd	2775	5165
Cdk12	20157	5154
Ppig	6297	5143
Mprip	17502	5137
Msl2	4923	5137
Setd1a	5931	5131
Taok2	10234	5131
Pds5b	7309	5127
Yy1	2324	5125
Ppp1r16b	12762	5123
Hp1bp3	9785	5116
Nktr	7015	5111
Gigyf1	5438	5098
Herpud1	1871	5098
Hnrnpr	2675	5086
Adnp	4903	5077
Rpl14	935	5071
Irf2bp2	4530	5069
Bms1	4288	5063
Gpcpd1	10795	5062
Eif4a2	7750	5032
Upf1	9199	5023
Gpbp1	7188	5021
Supt6	6201	5021
Hist3h2a	1990	5020
Il17ra	3970	5019
Phrf1	5374	5015
Rapgef1	18321	5007
Cxcr4	1814	5005
Cd37	1226	4999
Rps17	474	4990
Pkig	5389	4986
Atp13a3	14528	4955
Sun2	11325	4955
Nr2c2	7620	4954
Rapgef6	31997	4953
Vps54	4712	4952
Rbm38	1774	4950
Rfx7	8000	4945
Dazap2	1822	4923
Pecam1	6553	4920
Lrrfip1	8617	4917
Ppp1r15b	5588	4910
Mcm7	2396	4905
Pou2f1	51912	4902
Tra2b	2135	4889
Flii	4012	4886
Eif4a1	3749	4876
Pip5k1c	8480	4871
Rbm27	6264	4870
Ddx23	2814	4864
Ubqln1	7288	4843
Whsc1l1	13575	4842
Gigyf2	11437	4841
Rnf111	4880	4839
2310036O22Rik	892	4836
Acly	8824	4836
Ttc14	20502	4835
Slbp	1631	4830
Clasp1	23049	4829
U2af2	4392	4822
Pdcd4	6554	4820
Hist1h3b	411	4819
Arf1	3790	4815
Rhoh	4960	4797
Zfp871	10850	4793
Lig1	9437	4790
Sp100	2158	4785
Prc1	3011	4774
Otud4	14651	4770
Xpo1	10050	4766
Dennd5b	9833	4761
Eps8	21748	4754
Kidins220	7402	4753
Morc3	4179	4753
Zbtb18	8786	4751
Ddx54	3931	4746
Ppp2ca	1930	4738
Cdc42	3654	4734
Usp8	8387	4731
Ppp6r3	14498	4718
Tgfb1	2094	4718
Picalm	24501	4713
Mcm6	2901	4711
Ankrd12	8991	4709
Zfp608	6112	4706
Sf3a1	4916	4705
Cd22	8069	4704
Prdm2	16718	4704
Mdc1	7352	4702
Eef1g	1565	4701
Dnajb6	7115	4699
Nup50	4749	4699
Wac	15127	4698
Mdm4	3490	4696
Cdk19	11482	4692
Mrfap1	1630	4690
Ap3d1	4730	4684
Rrp1	2008	4674
Zzef1	11150	4660
Pafah1b3	870	4659
Tle3	15522	4654
C2cd3	7811	4649
Il2ra	4428	4648
Rpl27a	1112	4648
Phf12	4392	4645
Eif3b	2966	4637
Dcaf8	3743	4627
D4Wsu53e	1415	4623
Fus	1844	4622
Phf20l1	6670	4622
Ccni	2804	4618
Srsf10	6116	4617
Asxl2	17922	4613
Rps27a	1547	4611
Sept11	5008	4604
Usp25	4413	4604
Cbfb	11346	4602
Atp11b	4864	4598
Zfp592	7292	4595
Dnajc8	1392	4587
Zfp710	13528	4586
Pcna	1260	4582
Cep128	4807	4569
Hist1h2bn	381	4566
Sash3	2584	4563
Akap8	3695	4561
Cit	6896	4561
Rab43	8913	4559
Ubr3	16153	4546
Nnt	8140	4543
Erp29	1243	4536
D14Abb1e	14878	4533
Cherp	3800	4530
Cbx1	1274	4524
Mtdh	3680	4524
Sept6	15282	4521
Mier1	9403	4519
Arpc2	1597	4506
Rb1cc1	7046	4506
Ints1	7113	4503
Iws1	9623	4493
Itm2b	1772	4490
Prkar1a	3323	4489
Dnajc13	7697	4484
Ehbp1l1	17401	4484
Arcn1	3454	4483
Slc38a2	4628	4482
Rpl18	679	4461
Mctp2	5789	4460
Tceb3	4592	4457
Cblb	6322	4456
Fam193a	5541	4455
Grk6	8091	4455
Cmip	8879	4442
Fam168b	15126	4434
Pum1	25717	4432
Rfwd2	5056	4432
Rlim	7435	4432
Zcchc6	5551	4430
Eif5	7793	4428
Foxp4	12000	4422
Helz	6218	4421
Leng8	5094	4421
Gltscr2	1557	4420
Hmgn1	1200	4417
Nasp	5205	4404
Ppm1g	2165	4404
Gtf3c1	6869	4403
Neil3	2253	4402
Nfyb	2552	4400
Arpc5	1897	4398
Hspa2	5089	4397
4930523C07Rik	5868	4396
Cd97	12307	4395
Tgfbr2	9501	4394
Mapre1	7327	4391
Ran	2288	4378
Hspa5	5150	4372
Psme1	977	4371
Zbed6	5007	4366
Pot1b	3499	4353
Epn1	4959	4350
Nufip2	10399	4349
Mir5109	87	4341
Fli1	3087	4340
Ctnnb1	7046	4337
Zfp36l2	3532	4333
Cdc5l	2991	4326
Pnrc1	1925	4321
Rsbn1l	5554	4319
Vps13a	11164	4315
Ralgapa1	23678	4310
Atp8a1	16303	4300
Parp14	7251	4289
Cul3	2764	4277
Irf2	2484	4274
Ptpra	7110	4272
Tnrc6a	8479	4272
Hist1h2bj	381	4269
Tcof1	9150	4264
Rnf10	3112	4261
Stk24	2574	4260
Ncor2	25588	4259
Ubn2	14669	4257
Dcp2	8643	4245
Zbed4	5374	4245
Polm	2925	4243
1110037F02Rik	7115	4241
Pold1	3424	4239
Smc5	17061	4239
Kdm5c	6267	4236
Med1	15722	4232
Upf2	5174	4229
Lmo4	4670	4223
Rpl7a	864	4222
Hist1h2ab	506	4217
Scaf8	4873	4212
P4hb	2538	4210
Dot1l	5694	4201
Ubxn1	1033	4201
Crebrf	7453	4193
Scd2	5451	4193
Fmr1	4393	4187
Ubn1	6455	4174
Sdha	2859	4170
Zc3h7a	7584	4162
Birc3	2811	4160
Lbh	3068	4156
Gm17644	3200	4145
Nfat5	26824	4139
Anapc1	8967	4135
Pdcd6ip	17877	4132
Zfp488	4301	4131
Snap29	3432	4130
Bag6	11230	4124
Smek2	5108	4117
Ube2s	988	4114
Rfwd3	4443	4106
Rasa3	4118	4104
Zfp646	6310	4100
Wipf1	4397	4097
A230046K03Rik	5858	4094
Mtmr3	5674	4093
Txndc11	4197	4091
Rev3l	10665	4083
Nemf	3722	4081
Wtap	11937	4080
Sec11c	770	4078
Heg1	4780	4076
Pi4ka	6431	4072
Glyr1	6686	4067
Pik3cg	20135	4067
2810407C02Rik	3546	4066
Paxip1	5054	4061
Gfod1	6654	4059
Tbl1xr1	8127	4059
Osbpl9	9599	4049
Gna13	6197	4046
Usp47	11140	4046
Dnaja1	16680	4039
Nuf2	2405	4039
Pom121	5581	4039
Reln	11698	4038
Kpna2	2038	4032
Spop	2882	4026
Nudt4	3231	4023
Pcf11	5804	4018
Ogdh	33277	4017
Scaf1	4177	4014
Larp4b	4688	4012
Snx5	4927	4009
5031439G07Rik	5032	4008
Gdi1	2657	4007
Atf4	1725	4004
Dicer1	9851	4002
Rps2	999	4002
Tmed2	1975	3995
Zmynd11	8066	3995
Zfp236	9473	3994
Tlk1	4031	3991
Mast4	10670	3990
Msi2	7270	3987
Med12	8447	3986
5830418K08Rik	7371	3983
Epc2	4358	3974
Utrn	12382	3969
Slc25a51	4437	3966
Rps11	602	3965
Rbl1	7264	3964
Cct5	1769	3962
Diap1	4377	3961
Zfp148	9431	3961
Tm9sf3	6144	3959
Txnip	5599	3957
Suv420h1	33890	3949
Cbl	5083	3948
Ddx39b	3390	3945
Kdm4a	7992	3945
Mcm5	3422	3945
Wrn	12656	3940
Smg7	17387	3938
Ppp4r2	3641	3937
Prkce	6254	3936
Gak	4453	3932
Tnpo1	10776	3930
Rc3h1	11011	3927
Cbx3	1803	3922
Pdzd8	7076	3919
Racgap1	8926	3918
Sart1	5091	3917
Atp2a2	14542	3912
Camk2d	12782	3908
Ppp2r5c	13298	3908
Mbtps1	8599	3904
Slc16a1	4426	3900
Eif3h	1228	3898
Ncaph2	13253	3897
Slu7	7385	3892
Ddx21	4743	3891
Zfp407	7908	3886
Ankrd44	6140	3884
Srsf7	11804	3884
Larp1	6615	3880
Ctbp1	9536	3879
Ctdsp2	8959	3876
Rangap1	5956	3865
Uimc1	2931	3852
Myo9b	21541	3851
Aff4	10165	3847
Api5	3702	3847
Nfya	7335	3837
Arap1	19753	3833
Cd44	29904	3822
G3bp2	21355	3816
Zfp36l1	2984	3806
Clec2d	1214	3803
E2f4	1993	3802
Fam178a	6880	3802
Olfr856-ps1	1642	3800
Gps2	1220	3798
Msh6	4263	3792
Hist1h3d	411	3786
H2-Q4	1793	3782
Pcbp1	1669	3780
Usp19	23481	3774
Glt25d1	3181	3767
Pa2g4	2432	3766
Nek2	3197	3763
Sec16a	8739	3763
Ube4b	5508	3762
Man1a2	7943	3761
Zc3hav1	7180	3754
Ahctf1	8831	3748
Cdk11b	2589	3743
Spin1	5200	3741
Cpsf7	7181	3740
Trim11	2252	3740
Rpl22	2040	3738
Ankfy1	8034	3737
Dip2b	17041	3731
Hmgb3	1656	3729
Pml	10616	3729
Hist1h3f	1003	3728
Pgls	883	3727
Ube2d3	2619	3726
Fam193b	4341	3725
Tmf1	6781	3722
Map4k1	2698	3720
Dnajc21	2053	3719
Jhdm1d	9553	3718
