geneid	length	nreads
Eml4	15786	6986
Kdm2a	7265	6979
Pcbp2	11196	6976
Rps16	615	6965
Ssh2	9039	6963
Srrm1	7449	6962
Mtpn	4042	6944
Tgfb1	2094	6944
Vps13b	13371	6920
Tacc1	14166	6900
Rpl37	867	6895
Dek	2602	6889
Man2a2	6554	6879
Bod1l	10539	6876
Chd1	7918	6874
Ddx54	3931	6873
Dnmt1	21864	6871
Clta	4458	6849
Myo18a	7304	6849
Zmiz2	8160	6848
Zfpm1	3386	6822
Snx5	4927	6813
Lbr	3552	6811
Tgfbr2	9501	6788
Pld4	1978	6779
Ptp4a3	13595	6756
Rps15	522	6756
St6gal1	12729	6697
Ankrd17	19379	6683
Cct5	1769	6680
Usp24	10601	6673
Khsrp	3999	6670
Ankrd13a	3252	6665
Cd97	12307	6650
St3gal1	5784	6642
Rpl32	504	6639
Pik3cd	29395	6637
Stag2	11770	6632
Ankhd1	8231	6616
Rps19	629	6566
Cnbp	6489	6564
Acly	8824	6550
Rpl14	935	6550
Diap1	4377	6549
Ncf1	2721	6511
Hivep2	9768	6510
Rps18	524	6502
Hspa4	4640	6494
Nfkb2	9232	6482
Rps15a	5134	6473
Ddx3x	4571	6464
Akap9	12105	6452
Apobec3	4819	6449
Prr14l	10546	6439
Tle3	15522	6439
Irf5	4432	6424
Mef2c	12752	6419
Mta2	3087	6418
Copa	4629	6416
Btla	6467	6411
Rfx7	8000	6379
Pkn1	6761	6375
Ivns1abp	9693	6344
Tapbp	5497	6344
Kpnb1	5909	6338
Sp1	7818	6319
Bcor	33578	6301
Fam65b	12159	6296
Ubr5	19562	6290
Smarcc2	14214	6285
Cybasc3	2580	6278
Cyth1	9474	6277
Cdv3	15211	6257
Ptbp1	5788	6249
Ppp1r16b	12762	6220
Arhgdib	1100	6219
Sema4b	3946	6219
Ssrp1	5587	6218
Irf4	4683	6214
Pbrm1	8117	6207
Ube2h	13361	6203
Dennd5b	9833	6196
Mga	27235	6191
Ubb	1165	6190
Prpf38b	3003	6184
Ubtf	9138	6182
Lnpep	5181	6178
Hnrnpl	2142	6168
Edem1	5858	6155
Elk4	3671	6147
Gga2	4891	6141
Rcsd1	5250	6121
Trp53inp1	10822	6121
Map4k2	2466	6119
Zfp292	9977	6098
Pou2f2	13180	6096
Erp29	1243	6083
Arf1	3790	6082
Btg2	3083	6082
Uggt1	9029	6066
Elf4	5847	6057
Srsf1	10924	6056
Fermt3	2587	6051
Uba1	16374	6045
B3gnt5	14089	6044
Pkm	4864	6042
Ppp2r5a	3082	6010
Dido1	18041	6006
Mef2d	2459	5996
Cdk13	13982	5979
Rps26	448	5973
Ier5	3270	5971
Add3	17766	5970
Wbp7	8457	5967
Zfp608	6112	5960
Taok1	12409	5953
Zbtb7a	5373	5926
Dnaja1	16680	5916
Strbp	16348	5910
Ubqln1	7288	5907
Pyhin1	3497	5899
Prpf4b	4466	5890
Rpl12	638	5887
Tax1bp1	3284	5886
Glcci1	6204	5885
Srebf2	4570	5876
Klhl24	6683	5874
Il4ra	5094	5870
Chchd10	948	5868
Serinc5	5318	5855
Ddx21	4743	5837
Safb2	3272	5828
Parp14	7251	5814
Bzw1	2833	5812
Hnrnpd	26832	5803
Tcp1	2363	5803
Rc3h1	11011	5801
Epb4.1l2	8667	5800
Ebf1	2245	5763
Sash3	2584	5757
Rpl9	725	5743
Nfatc1	27724	5738
Traf3	13875	5721
Hdac7	33483	5717
Mknk2	3068	5716
Il16	4989	5712
Chst15	4265	5707
Ctss	2713	5692
Arhgap4	9867	5691
Rps14	597	5690
U2af2	4392	5689
Msl1	4340	5687
Ubl3	2667	5684
Arap1	19753	5673
9930111J21Rik1	3863	5672
Arhgap25	5330	5670
Kdm5a	10969	5660
Trim28	3242	5659
Ewsr1	2400	5657
Vcp	3315	5657
Grn	2333	5655
Tram1	2888	5653
Pold1	3424	5651
Sla	5434	5649
Dok3	1546	5640
Hivep1	8753	5635
Mlec	5952	5632
Calm2	1216	5630
Hdac9	12623	5630
Fnbp1	20146	5624
Rpl28	496	5624
Ttyh3	4658	5619
H2-Aa	1069	5617
Gns	3855	5612
Srsf5	4703	5601
Stk24	2574	5600
Vav2	3482	5598
Tnrc18	13852	5592
Susd1	3295	5577
Ddx46	5673	5575
Snora81	164	5571
Ppp1r12a	3403	5570
Cct2	1962	5568
Rsf1	11129	5545
Atxn2l	3718	5538
Larp1	6615	5534
Limd1	4853	5534
Usp9x	11902	5533
Hnrnpa0	2678	5529
Spag9	49794	5516
Sh3bgrl3	707	5504
Sh3kbp1	13926	5500
Epn1	4959	5478
Ino80d	26967	5455
Malt1	5008	5452
Glg1	3870	5451
Itm2b	1772	5441
Sept6	15282	5430
Eif3f	1507	5426
Eif4a1	3749	5422
Flii	4012	5422
Rpl10a	830	5414
Bdp1	9921	5407
Zfp592	7292	5384
Myb	7197	5381
Ankrd44	6140	5374
Tbc1d1	5432	5374
2610507B11Rik	7443	5370
Wasf2	4088	5369
2310014L17Rik	3239	5368
Stat6	3805	5350
Lrrk2	8230	5348
Sf3b3	4299	5342
Cmah	19124	5337
Elmsan1	14112	5336
Smc3	4851	5336
N4bp2	5731	5317
Git2	14911	5314
Tpm4	2082	5314
Mllt6	7271	5313
Rapgef6	31997	5310
Cblb	6322	5309
Hmgn1	1200	5306
Setd1b	8858	5306
Kif5b	6030	5299
Fam120a	4918	5293
Stat1	15456	5281
Dnajc7	2312	5277
Prkce	6254	5277
Chd6	10549	5276
Dnm2	13688	5273
Supt6	6201	5271
Syncrip	9341	5270
Aldh2	2207	5260
Rbm3	6700	5260
Pdia3	2642	5257
Lrba	28098	5246
Luc7l3	3296	5239
A130077B15Rik	2547	5225
Smap2	2905	5215
Cbfa2t3	22910	5211
Ap3d1	4730	5204
Tra2b	2135	5199
Apc	12449	5198
Hnrnpc	13993	5191
Trak2	6240	5190
Prdm2	16718	5189
Smarcc1	5673	5185
Fam168b	15126	5184
Setd5	6470	5176
Ehbp1l1	17401	5175
Sec16a	8739	5175
Rnf20	8471	5174
Baz2b	7980	5162
Lynx1	3952	5153
Gmip	3925	5152
Pik3r1	12754	5143
Upf1	9199	5140
Gltscr1	5360	5134
Mgea5	4797	5130
H2-Eb1	1669	5129
Rpl27	734	5128
Ppp1r15b	5588	5127
Smek1	9149	5122
Ppp1cc	2379	5121
Gm15800	15482	5114
Matr3	4472	5110
Zfml	10761	5099
Snord22	126	5091
Bclaf1	16209	5090
Pi4ka	6431	5080
Pds5a	4146	5070
Srsf3	5626	5067
Tnks2	6481	5061
Ubap2l	30876	5059
Nr3c1	6329	5050
Capza1	3187	5047
Med12	8447	5044
Sh3bp5	2473	5038
Blk	2475	5023
Ap2b1	10776	5022
Eif5	7793	5018
Dyrk1a	11771	5013
Zc3hav1	7180	4999
Rps5	740	4996
Ccni	2804	4995
Snora74a	198	4995
Rps11	602	4990
Snap29	3432	4988
Stk17b	3278	4984
Chd9	11517	4983
2900097C17Rik	4917	4975
Ccdc88c	6292	4968
Adar	17660	4962
Dhx15	5991	4961
P4hb	2538	4960
Trim8	3241	4959
Arpc1b	1551	4956
Trp53i11	2662	4956
Sfrs18	4545	4946
Ddb1	4163	4942
Tmpo	19823	4941
Eif4a2	7750	4939
Ehd1	3182	4919
H2-Q4	1793	4919
Qk	16812	4918
Ctcf	3823	4909
Gpd1l	4393	4902
Zcchc6	5551	4902
Anp32b	1367	4894
Sf3a1	4916	4885
Supt5	3511	4881
Atad2b	8102	4879
Irf2bp2	4530	4878
Gltscr2	1557	4877
Cdc42	3654	4875
Prkar1a	3323	4868
Calm3	2208	4865
Mybbp1a	4117	4863
Arglu1	1712	4861
Rbm33	9501	4860
Tmod3	3590	4860
Psme1	977	4858
Cbl	5083	4856
Abcf1	3150	4836
Zfp207	12240	4834
Birc3	2811	4833
Blnk	2097	4833
Cep170	6930	4826
Rock2	8012	4826
Filip1l	7199	4824
Dcp2	8643	4819
Fubp1	6491	4819
Ktn1	4485	4816
Pcnt	9530	4812
Capzb	6761	4796
Jakmip1	2382	4794
Ankfy1	8034	4793
Sp110	3852	4790
Limd2	2950	4788
Ctbp1	9536	4785
Gcn1l1	8546	4785
Phf2	5260	4785
Sdha	2859	4779
Vasp	2251	4774
Ncor2	25588	4773
Mtmr3	5674	4769
Far1	7853	4754
Phf3	7561	4740
Grb2	2610	4737
Cyth4	2791	4736
Nrd1	4155	4736
Psd4	4683	4732
Marcks	4186	4729
Srsf2	1903	4723
Csnk1a1	2013	4722
Pcbp1	1669	4714
Ogt	5384	4706
Dip2b	17041	4699
Arid4b	11949	4692
Ptpn1	4213	4691
Dennd1b	16276	4689
Sin3a	15300	4686
Rps10	573	4685
Rbbp6	8471	4674
Smarcd2	5144	4670
Gnb1	9374	4666
Vpreb3	602	4666
Pcm1	8381	4661
Ube2d3	2619	4649
Cd53	2802	4635
Actn4	3811	4625
Arpc5	1897	4624
Cd52	503	4622
Jhdm1d	9553	4622
Lrp10	3012	4621
Pnrc1	1925	4614
Rpl15	1841	4612
Myo5a	11683	4609
Map4k4	22525	4597
Ylpm1	7034	4596
Pnn	3469	4583
Morc3	4179	4581
Napsa	1479	4576
Rpl36	407	4571
Taok3	12913	4564
Vps13a	11164	4563
Eif2ak3	4496	4562
Nfkbie	2421	4557
Dusp2	1618	4554
Fchsd2	8750	4551
Tsc22d3	4119	4544
Ccdc50	13917	4541
Eif3b	2966	4541
Ahctf1	8831	4536
Ttc7	4615	4536
G3bp1	2685	4531
Scd2	5451	4531
Rpl22	2040	4529
Clasp1	23049	4526
Cnn3	2003	4510
Arfgef1	7042	4509
Ran	2288	4507
Whsc1l1	13575	4505
Gripap1	2922	4498
Lpgat1	14107	4497
Creb1	25057	4492
Slc38a1	22077	4492
Fam49b	3800	4473
Tnfaip3	8757	4469
H2afy	7824	4462
Prpf40a	3565	4457
Ctnnb1	7046	4453
Tab2	4278	4450
Nin	16383	4446
Ctsz	1393	4442
Ywhah	1764	4441
Was	2094	4440
Tbl1xr1	8127	4438
Clint1	3398	4437
Arfgef2	8776	4420
Srsf6	3546	4417
Tnrc6c	8726	4416
Hist1h1a	747	4410
Hdlbp	6238	4409
Rsrc2	8674	4404
Mapk1	7031	4403
Adnp	4903	4391
Sept7	5058	4387
Rlim	7435	4385
Eif2c2	8031	4383
Slc38a2	4628	4382
Tor1aip1	12152	4382
Lrrfip1	8617	4379
Nfat5	26824	4375
Coro1b	1844	4374
Mrfap1	1630	4373
Skil	20603	4372
Arcn1	3454	4370
Smg7	17387	4366
Gtf3c1	6869	4359
Zc3h4	6051	4357
Zfp36	1765	4357
Tcerg1	4409	4356
Ftsjd2	3754	4347
Dnajc13	7697	4339
Fgd2	5247	4333
Pum1	25717	4333
Zfp706	4417	4330
Msl2	4923	4323
Fli1	3087	4322
Ogdh	33277	4319
Dgkz	7584	4318
Kdm4a	7992	4316
Gna13	6197	4314
Usp25	4413	4302
Srsf11	9257	4301
Dcaf7	5749	4299
Cotl1	1639	4298
Eif5b	7797	4298
Fbxo11	4013	4295
Slc44a2	6916	4295
Top1	3846	4291
Aff4	10165	4286
Rps28	327	4284
Cybb	4752	4283
Heatr6	5673	4280
Nucks1	12189	4275
Ccar1	4478	4272
Brd1	5137	4271
Rassf4	6344	4271
Zbtb18	8786	4270
Topbp1	5111	4258
Tm9sf3	6144	4253
Golga4	7532	4252
Thoc2	7619	4246
Anapc1	8967	4244
Gpcpd1	10795	4244
Kansl1	5510	4241
Trim25	5563	4237
Txndc5	2617	4229
Zzef1	11150	4220
Smc4	4082	4216
Cdk12	20157	4214
Nsa2	2686	4211
Pxk	5647	4202
Clec2d	1214	4200
Bcl7a	3809	4198
Cabin1	7460	4194
R3hdm2	12489	4194
C1galt1	2065	4192
Nup153	6021	4192
Ifi203	7244	4188
Pa2g4	2432	4186
Rpl36a	489	4185
Kidins220	7402	4184
Atm	11964	4174
Rap1b	1937	4174
Snx30	7507	4173
Mier1	9403	4170
Ythdc1	3034	4169
Sept1	1453	4166
Cpsf6	6534	4161
Med13l	9295	4157
Anp32a	2089	4147
Gm608	12606	4147
D4Wsu53e	1415	4139
Man2a1	6078	4138
Akt1	5330	4137
Kdm5c	6267	4129
Rps25	684	4128
Dpp4	8922	4126
Rbm27	6264	4126
Zeb2	9113	4118
Bms1	4288	4116
Clk1	6657	4113
Dennd4a	8655	4107
Fgfr1op2	2828	4105
Fam43a	3075	4102
Rps13	582	4101
Grk4	5648	4095
Safb	3183	4095
Cnn2	1782	4094
Eif3h	1228	4093
Srpk3	1963	4088
Gnb2	1577	4084
Cd93	6638	4082
Cpsf2	5315	4079
Fnbp4	4690	4075
Stxbp2	2703	4074
Hspa9	3042	4068
Tlk1	4031	4057
Cobll1	9973	4031
Snora23	184	4029
Ik	1996	4026
Celf2	65102	4020
Anapc5	5477	4012
Arid2	9029	4011
Ap2m1	2057	4008
Pabpn1	1793	4008
BC017643	11715	4002
Cd164	2830	3999
Heg1	4780	3999
Tcf25	8330	3996
Myo9b	21541	3992
Tardbp	39147	3991
Ddx58	4943	3975
Hyou1	4432	3972
Dhx16	3390	3969
Il17ra	3970	3968
Ehd4	3387	3967
Bag6	11230	3966
Mast3	5334	3963
Mlxip	9505	3959
Adam10	4589	3957
Eps15	9415	3957
Rnf10	3112	3957
Aldoa	4560	3956
Alkbh5	6025	3954
Dusp6	2797	3954
Rpl39	394	3953
Dynll1	2021	3952
Rgs2	3009	3952
Ehmt2	7765	3949
Sp3	8259	3947
Tmem131	6548	3934
Camk2d	12782	3931
Hnrpdl	2750	3930
Rpl31	3403	3930
Ubxn7	10318	3929
Rrbp1	7867	3923
Rrp1	2008	3922
Plcl2	4051	3921
Cherp	3800	3920
Rreb1	46572	3920
Srrt	9018	3916
Pan3	4628	3914
Zfp646	6310	3908
Man2b1	4325	3907
S1pr1	3029	3906
Mtdh	3680	3905
Smarca5	4638	3905
Tnrc6a	8479	3903
Tap1	5816	3900
Ccnd3	6170	3898
Arid4a	5780	3895
Clic1	1159	3893
Cep250	31789	3892
Fip1l1	9003	3889
Zc3h11a	4395	3888
Gigyf1	5438	3882
Fam3c	2739	3881
Tkt	3207	3878
Celf1	25095	3875
Ywhag	3592	3874
Acap1	2482	3873
Ubr2	15298	3873
Dicer1	9851	3869
Dusp11	6434	3869
H2-Ob	2670	3868
Xpo1	10050	3865
Ap1m1	1964	3862
Med1	15722	3860
Papola	4508	3860
Ttpal	9043	3852
Dpp8	4764	3849
Gpi1	2856	3846
Phrf1	5374	3846
Snrnp70	1639	3845
Ubr3	16153	3842
Eif2c1	7064	3833
Trib2	4198	3832
Cdc37	2456	3826
Ppp2ca	1930	3826
Glt25d1	3181	3825
Rpl37a	588	3824
Hist1h1b	672	3823
Myl6	614	3822
Gatad2a	15475	3821
Rnf111	4880	3819
Glyr1	6686	3818
Prr12	6879	3815
Cd180	2326	3814
Pou2f1	51912	3809
Cdc5l	2991	3806
Ubn1	6455	3803
Fam178a	6880	3799
Arhgef2	17296	3796
Gramd4	8427	3796
Rpl35a	1532	3791
Ints1	7113	3789
Akap8	3695	3785
Zc3h13	6151	3784
Pds5b	7309	3781
Puf60	5610	3780
Specc1l	12353	3779
Tbc1d10c	1759	3770
Pip4k2b	5053	3767
Pag1	16447	3766
Marf1	7765	3765
Pak2	4099	3763
Picalm	24501	3763
Hist1h4d	312	3753
Mndal	1908	3752
Zmiz1	7525	3751
Rest	4266	3749
Osbpl8	14267	3732
Otud4	14651	3730
Anp32e	9375	3729
Leng8	5094	3726
Tmbim6	9870	3724
Fam63b	8081	3723
Mgat1	11373	3723
Scrib	5547	3713
Arf3	3481	3708
Crebrf	7453	3708
Ppp1cb	4024	3705
Rps29	390	3701
Gm10845	3389	3692
Whsc1	21625	3690
Pdcd6ip	17877	3683
Psmb8	1223	3676
G3bp2	21355	3675
Scaf1	4177	3674
Synrg	11105	3670
Mark2	18018	3668
Atf4	1725	3667
Dusp10	2712	3665
Cul3	2764	3661
Slc15a4	2706	3660
Pitpna	3716	3659
Smc6	5603	3655
Fbrs	2650	3652
Arpc5l	1271	3649
Ddx39b	3390	3648
Usp19	23481	3646
Arap2	7362	3644
Rbm6	7705	3643
Ubxn1	1033	3636
Sltm	7260	3634
Zfp217	11355	3632
Sh3pxd2a	20844	3630
Stt3b	4220	3626
Gas7	13980	3625
Slc25a5	1238	3623
Ywhaq	2110	3621
Sbf1	12458	3615
Ddx23	2814	3604
Maz	2371	3604
Rnase6	1071	3600
Taok2	10234	3596
Gak	4453	3594
Fam111a	3199	3591
Cnr2	3860	3590
Sart1	5091	3587
Mctp2	5789	3586
Zfp236	9473	3585
Slc1a5	2758	3582
Hdgf	2245	3580
Zfp148	9431	3579
Rasgrp2	2193	3578
Atp1a1	3702	3574
Rel	2584	3573
Gse1	19783	3571
Atf6	7463	3570
Fry	10730	3569
Nr2c2	7620	3565
Pkig	5389	3565
Chtf8	2931	3563
Ncoa2	16219	3561
Il10ra	3493	3556
Ppp3ca	2194	3555
Arhgap27	10185	3554
A630089N07Rik	2131	3552
Ckap5	13091	3546
Pecam1	6553	3545
Fkbp15	4342	3540
Cdc42se1	3659	3532
Pde7a	6667	3532
Gpatch8	6829	3531
Mapre1	7327	3531
Rnf40	4154	3526
Uhrf1	13944	3526
Cbx5	26505	3525
Smg6	5799	3525
Rhbdf2	7504	3524
Scaf8	4873	3524
Setd1a	5931	3524
