geneid	length	nreads
Bdp1	9921	3763
Kdm5a	10969	3758
Grn	2333	3754
Dido1	18041	3752
Fam65b	12159	3748
Pkm	4864	3743
Ubtf	9138	3741
Epn1	4959	3713
Rps16	615	3710
Vav2	3482	3709
Birc3	2811	3706
Syncrip	9341	3702
2900097C17Rik	4917	3697
Larp1	6615	3691
Mef2c	12752	3687
Gltscr1	5360	3682
2610507B11Rik	7443	3680
Cblb	6322	3680
Pold1	3424	3666
Bzw1	2833	3664
Fnbp1	20146	3663
Taok1	12409	3660
Lnpep	5181	3648
B3gnt5	14089	3646
Sp110	3852	3645
Ubap2l	30876	3645
Hmgn1	1200	3641
Calm2	1216	3640
Apc	12449	3636
Cdc42	3654	3633
Cdk13	13982	3631
Hnrnpl	2142	3617
Ctss	2713	3607
Traf3	13875	3607
Nfatc1	27724	3605
Acly	8824	3604
Kif5b	6030	3597
Strbp	16348	3593
Cct2	1962	3590
Ppp2r5a	3082	3586
Rpl9	725	3586
Sh3kbp1	13926	3580
Cbfa2t3	22910	3574
Malt1	5008	3573
Lrrk2	8230	3572
Rcsd1	5250	3571
Ap3d1	4730	3570
Chchd10	948	3570
Mknk2	3068	3567
Pyhin1	3497	3566
Rpl28	496	3564
Baz2b	7980	3561
Txnip	5599	3560
Chst15	4265	3559
Rps19	629	3556
Nfkbid	2010	3555
Add3	17766	3554
Ccni	2804	3553
Eif4a2	7750	3550
Hnrnpc	13993	3545
Psme1	977	3535
Edem1	5858	3534
Ier5	3270	3534
Rpl32	504	3533
Safb2	3272	3526
Cyth1	9474	3525
H2-Q4	1793	3515
Arf1	3790	3511
Tram1	2888	3509
U2af2	4392	3508
Il4ra	5094	3505
Il16	4989	3499
Abcf1	3150	3496
Itm2b	1772	3494
Luc7l3	3296	3494
Spag9	49794	3488
Eif5b	7797	3487
Stk17b	3278	3487
Smarcc1	5673	3484
Gns	3855	3482
Erp29	1243	3481
Trp53inp1	10822	3476
Capza1	3187	3475
Sept6	15282	3475
Myb	7197	3473
Supt6	6201	3469
Pds5a	4146	3468
Elmsan1	14112	3464
Ebf1	2245	3460
Hdac9	12623	3457
Sash3	2584	3457
Git2	14911	3455
Irf4	4683	3455
Smarcd2	5144	3446
Sh3bgrl3	707	3445
Mybbp1a	4117	3444
Rnf20	8471	3444
Zfml	10761	3438
Far1	7853	3435
Flii	4012	3435
Ctcf	3823	3432
Limd2	2950	3430
Vcp	3315	3430
Stk24	2574	3419
Tbc1d1	5432	3414
Glg1	3870	3408
Ccdc88c	6292	3405
Tmpo	19823	3402
Calm3	2208	3399
Ifnar1	7013	3389
Ankrd44	6140	3386
Ubqln1	7288	3386
Mllt6	7271	3385
Ddb1	4163	3372
Scd2	5451	3371
Rpl27	734	3367
Setd5	6470	3365
Prkce	6254	3362
Snap29	3432	3356
Ubb	1165	3355
Supt5	3511	3351
Hnrnpa0	2678	3341
Bclaf1	16209	3334
Setd1b	8858	3332
Rapgef6	31997	3330
Arhgap25	5330	3327
Stat6	3805	3327
Fam120a	4918	3325
Tnks2	6481	3313
Rc3h1	11011	3305
Ppp1r12a	3403	3303
Tnrc18	13852	3303
Ncor2	25588	3292
Rps26	448	3291
St3gal1	5784	3291
Zfp592	7292	3286
Sla	5434	3281
Top1	3846	3267
Dnajc7	2312	3265
Elf4	5847	3265
Ifi203	7244	3264
Btg2	3083	3260
Clasp1	23049	3258
Rpl10a	830	3249
Blk	2475	3247
Sec16a	8739	3247
Eif4a1	3749	3246
Rock2	8012	3244
Qk	16812	3243
Dnm2	13688	3240
Prkar1a	3323	3239
Trim28	3242	3239
Eif5	7793	3237
Mgea5	4797	3235
Ubl3	2667	3232
Adar	17660	3227
Matr3	4472	3227
Smap2	2905	3227
Chd9	11517	3224
Wasf2	4088	3222
Anp32a	2089	3220
Lrba	28098	3217
Gripap1	2922	3211
Ttyh3	4658	3210
Abt1	4456	3203
Rbbp6	8471	3202
Actn4	3811	3189
Susd1	3295	3188
Ap2b1	10776	3187
Gcn1l1	8546	3178
N4bp2	5731	3178
Srsf2	1903	3175
Gnb1	9374	3167
Rpl22	2040	3166
Nrd1	4155	3144
Fchsd2	8750	3141
Klhl24	6683	3140
Rps14	597	3140
Trak2	6240	3136
Ccdc50	13917	3135
Ylpm1	7034	3134
Fam49b	3800	3130
Dip2b	17041	3118
Bcl7a	3809	3109
Cd164	2830	3109
Dok3	1546	3105
Ran	2288	3103
Cd53	2802	3102
Jhdm1d	9553	3099
Fam168b	15126	3097
Pcbp1	1669	3088
Phf3	7561	3085
Pot1b	3499	3085
Arid4b	11949	3084
Morc3	4179	3083
Zbtb18	8786	3083
Limd1	4853	3077
Atad2b	8102	3067
Capzb	6761	3062
Zc3hav1	7180	3062
Phf2	5260	3061
Pcm1	8381	3058
Vasp	2251	3058
Vpreb3	602	3056
Mtmr3	5674	3050
Ctsz	1393	3049
Cbl	5083	3045
Dyrk1a	11771	3044
Arid2	9029	3042
Med12	8447	3035
Rps11	602	3032
Tcerg1	4409	3032
Prdm2	16718	3029
Dhx15	5991	3028
P4hb	2538	3028
Thoc2	7619	3021
Nr3c1	6329	3018
Lrrfip1	8617	3016
Filip1l	7199	3014
Pi4ka	6431	3014
Fgd2	5247	3013
Gmip	3925	3011
Rsrc2	8674	3010
Tab2	4278	3009
Pnn	3469	3008
Gna13	6197	3004
Blnk	2097	2997
Mcmdc2	2553	2995
Msl1	4340	2994
Aldh2	2207	2993
Sfrs18	4545	2993
D4Wsu53e	1415	2992
Gpd1l	4393	2991
Clint1	3398	2988
Ahnak	19145	2983
Smc4	4082	2980
Chd6	10549	2979
Ppp1cc	2379	2977
Dennd4a	8655	2974
Atm	11964	2973
Eif2c2	8031	2967
Irf2bp2	4530	2966
Cep170	6930	2963
Lpgat1	14107	2960
Srsf3	5626	2959
Hnrpdl	2750	2957
Ehd1	3182	2955
Napsa	1479	2954
Smek1	9149	2950
G3bp1	2685	2945
Pxk	5647	2944
Map4k4	22525	2941
S1pr1	3029	2940
Mrfap1	1630	2939
Sh3bp5	2473	2932
Man2a1	6078	2929
Dcp2	8643	2924
Arglu1	1712	2921
Slc1a5	2758	2921
Prpf40a	3565	2918
Kdm4a	7992	2917
Ppp1r15b	5588	2917
Sf3a1	4916	2917
Rpl15	1841	2916
Ankfy1	8034	2915
Ktn1	4485	2915
Taok3	12913	2914
Eif3f	1507	2913
R3hdm2	12489	2912
Cotl1	1639	2911
Trim25	5563	2910
Pcnt	9530	2908
Cd52	503	2903
Upf1	9199	2903
Ehbp1l1	17401	2901
Nfat5	26824	2900
Snord15a	148	2899
Eif3b	2966	2898
Sin3a	15300	2890
Fubp1	6491	2889
Cybb	4752	2886
Arpc1b	1551	2884
Zfp706	4417	2883
Trp53i11	2662	2882
Xpo1	10050	2882
Usp25	4413	2874
Ik	1996	2870
Gpcpd1	10795	2868
Whsc1l1	13575	2868
Rps10	573	2863
Pik3r1	12754	2858
Gm15800	15482	2857
Sfi1	4025	2856
Slc38a1	22077	2855
Slc44a2	6916	2855
Papola	4508	2847
Adnp	4903	2845
Ubr2	15298	2840
Fcer2a	14807	2839
Dennd1b	16276	2834
Rassf4	6344	2834
Ctnnb1	7046	2832
Hdlbp	6238	2832
Phf14	10800	2832
Cnn3	2003	2829
H2-Eb1	1669	2827
Jakmip1	2382	2822
Ogdh	33277	2819
Nucks1	12189	2817
Arcn1	3454	2816
Grb2	2610	2812
Dpp4	8922	2810
H2afy	7824	2809
Creb1	25057	2807
Arfgef1	7042	2805
Marf1	7765	2805
Dhx16	3390	2801
Ftsjd2	3754	2801
Ccar1	4478	2797
Dgkz	7584	2794
Tor1aip1	12152	2793
Ythdc1	3034	2793
Anp32e	9375	2791
U2surp	15340	2791
Serinc5	5318	2790
Tnrc6c	8726	2787
Clec2d	1214	2785
Tra2b	2135	2785
Eif2ak2	4326	2784
Gtf3c1	6869	2782
Psd4	4683	2780
Rps5	740	2777
Fli1	3087	2776
Skil	20603	2775
Zc3h4	6051	2773
Heg1	4780	2768
Myo5a	11683	2768
Srrt	9018	2766
Whsc1	21625	2760
Rps15a	5134	2759
Mapk1	7031	2757
Ppp2ca	1930	2756
Sdha	2859	2754
Rreb1	46572	2752
Snx30	7507	2751
Rbm33	9501	2749
Pum1	25717	2747
Cyld	40018	2727
Kidins220	7402	2725
Hspa9	3042	2724
Syne1	22674	2724
Arf3	3481	2722
Bms1	4288	2720
Ctbp1	9536	2719
Csnk1a1	2013	2718
Nfkbie	2421	2715
Sept7	5058	2715
Heatr6	5673	2713
Rpl36	407	2709
Synrg	11105	2709
Ube2d3	2619	2706
Cnn2	1782	2705
Cyth4	2791	2705
Rlim	7435	2705
Dnaja1	16680	2704
Rasgrp2	2193	2703
Tlk1	4031	2703
Gm608	12606	2695
Stxbp2	2703	2692
Dnajc13	7697	2690
Rrp1	2008	2690
Cbx5	26505	2689
Mast3	5334	2688
Zcchc6	5551	2686
C1galt1	2065	2679
Dcaf7	5749	2676
Mlxip	9505	2676
Ddx58	4943	2675
Srsf6	3546	2673
Tardbp	39147	2668
Golga4	7532	2666
Rpl36a	489	2666
Ddx23	2814	2665
Zzef1	11150	2664
Tm9sf3	6144	2660
Aff4	10165	2658
Gltscr2	1557	2657
Adam10	4589	2655
Cd93	6638	2655
Dicer1	9851	2654
Hyou1	4432	2650
Zeb2	9113	2650
Marcks	4186	2648
Pa2g4	2432	2646
Ptpn1	4213	2643
Tmod3	3590	2640
Myo9b	21541	2639
Rnase6	1071	2639
Smg7	17387	2635
Ehmt2	7765	2629
Tbl1xr1	8127	2629
Ywhah	1764	2626
Fnbp4	4690	2625
Topbp1	5111	2624
Trappc9	17999	2623
Eif2ak3	4496	2622
Ahctf1	8831	2619
Msl2	4923	2615
Acap1	2482	2612
Gm19757	2946	2611
Cdc5l	2991	2609
Ap1s3	2876	2608
Sp3	8259	2608
Anapc5	5477	2600
Smarca5	4638	2596
Nktr	7015	2595
Arfgef2	8776	2593
Aim1	7416	2590
Fip1l1	9003	2590
Zc3h13	6151	2590
Srsf11	9257	2588
Celf2	65102	2587
Rbm27	6264	2587
Tmem131	6548	2585
Zfp36	1765	2585
Zfp207	12240	2584
Nin	16383	2582
Rbm3	6700	2582
Ttc7	4615	2582
Cep250	31789	2581
Cpsf6	6534	2581
Cherp	3800	2579
Smc6	5603	2571
Coro1b	1844	2570
Was	2094	2569
Arpc5	1897	2568
Man2b1	4325	2567
Sh3pxd2a	20844	2563
Mapre1	7327	2562
Rnf10	3112	2561
Cenpf	11122	2552
Osbpl8	14267	2548
Fam43a	3075	2546
Med1	15722	2546
Fbxo11	4013	2542
Pan3	4628	2542
Dusp11	6434	2537
Ogt	5384	2534
Brd1	5137	2533
Ckap5	13091	2532
Hist1h1a	747	2525
Tcf25	8330	2524
Clic1	1159	2523
Pds5b	7309	2521
Usp19	23481	2521
Celf1	25095	2520
Cpsf2	5315	2520
Vps13a	11164	2519
Med13l	9295	2517
Gigyf1	5438	2510
Sept1	1453	2506
Ubxn7	10318	2505
2810407C02Rik	3546	2501
Safb	3183	2494
Ap2m1	2057	2493
Rpn1	3642	2493
Tnrc6a	8479	2493
Eprs	4850	2492
Mtdh	3680	2492
Rap1b	1937	2488
Gpi1	2856	2486
Ssb	4149	2486
St13	1622	2484
Cdk12	20157	2482
Myl6	614	2482
Zfp646	6310	2481
Crebrf	7453	2476
Iws1	9623	2473
Otud4	14651	2473
Phrf1	5374	2473
Smarce1	2918	2472
Trim8	3241	2472
Scrib	5547	2470
Fam178a	6880	2469
Bag6	11230	2466
Setd1a	5931	2466
Eif3h	1228	2464
Kansl1	5510	2462
Hist2h2bb	493	2461
Pak2	4099	2456
Pdcd6ip	17877	2456
Cabin1	7460	2453
Akap8	3695	2451
Brd7	2370	2451
Mbd2	1850	2451
Pag1	16447	2445
Clk1	6657	2444
Rnf111	4880	2444
Snora81	164	2442
Lrp10	3012	2441
Tkt	3207	2438
Eif2c1	7064	2437
Nup153	6021	2437
Mgat1	11373	2434
Ddx39b	3390	2433
Ints1	7113	2429
Ttpal	9043	2428
Zc3h11a	4395	2428
Lmtk2	8114	2427
Kdm5c	6267	2426
Pnrc1	1925	2423
Srpk3	1963	2422
Dpp8	4764	2419
Dot1l	5694	2415
Rest	4266	2415
Cdc37	2456	2412
Sbno2	4640	2412
Anapc1	8967	2411
Puf60	5610	2409
Il2rg	1612	2408
Eps15	9415	2401
Pabpn1	1793	2401
Ubxn1	1033	2401
Zfp236	9473	2401
Rfc1	4720	2400
Ltb	1095	2395
Ubn1	6455	2392
Foxk1	7446	2391
Sltm	7260	2388
Dusp10	2712	2387
Picalm	24501	2385
Pkig	5389	2385
Aldoa	4560	2380
Zc3h18	7536	2378
Rac1	2269	2375
Ap1m1	1964	2374
Pitpna	3716	2373
Tnfaip3	8757	2373
Nsa2	2686	2371
Il21r	2607	2370
Ppig	6297	2364
Pou2f1	51912	2362
Ubr3	16153	2359
Rrbp1	7867	2351
Ywhag	3592	2351
5730577I03Rik	2355	2348
H2-Ob	2670	2348
Fam111a	3199	2345
Rpl35a	1532	2345
Specc1l	12353	2345
Os9	7933	2341
Gak	4453	2340
Ywhaq	2110	2340
Zmiz1	7525	2340
Bcar3	3300	2337
Srsf4	2254	2334
Rbm6	7705	2331
Stmn1	1060	2331
Zfp148	9431	2328
Tbc1d10c	1759	2325
Spop	2882	2324
Smg6	5799	2323
Mcm3	2886	2321
Ccnd3	6170	2319
Cnr2	3860	2318
Hdac1	1971	2315
Rbbp4	4407	2314
Atf4	1725	2313
Ehd4	3387	2312
Psme4	6442	2311
Fgfr1op2	2828	2309
Trib2	4198	2306
Mier1	9403	2305
Akt1	5330	2304
Tmf1	6781	2302
Dusp2	1618	2300
Ppp1cb	4024	2299
A430078G23Rik	2967	2296
Man1a	3889	2292
Rgs2	3009	2291
Tmem229b	7521	2291
Rpl39	394	2290
Ap3b1	4020	2287
Taf1	8060	2287
Tmbim6	9870	2284
Fam63b	8081	2280
Dtx3l	5181	2277
Wac	15127	2277
Fbrs	2650	2275
Maz	2371	2275
Ubn2	14669	2274
Gramd4	8427	2273
