geneid	length	nreads
Npm1	4093	10586
Dock8	7810	10576
Hnrnpul1	4106	10555
Zcchc11	6054	10490
Acin1	19148	10488
Sik1	4509	10488
1700021K19Rik	10641	10446
Pik3ap1	2615	10368
Card11	4112	10340
Pum2	37079	10320
Hcfc1	8093	10281
Kdm3b	7112	10257
Nedd4	5494	10252
Cap1	2393	10237
Arid1b	11325	10225
Set	5497	10223
Samd9l	5329	10212
Arhgdia	2732	10200
Rps23	555	10161
Pax5	1208	10154
Thrap3	4327	10115
Akap12	6247	10079
Map4k1	2698	10068
4930470H14Rik	1734	10066
Smchd1	7047	10030
Inpp5d	14628	10017
Usp34	12200	9931
Hnrnpm	4947	9911
Fcrla	5046	9883
Rbm39	2812	9848
5031439G07Rik	5032	9760
Elf1	4217	9749
Nfkb2	9232	9739
Ptp4a2	6795	9708
Hcls1	2018	9706
Rps12	518	9705
Plec	225028	9698
Numa1	7153	9695
H2-Eb1	1669	9672
Rcc2	3767	9667
Tcf20	14579	9667
Eef1g	1565	9631
Itsn2	14409	9615
Rhoa	2126	9581
Rps20	502	9540
Eif4g3	18437	9535
Hnrnpab	4949	9463
Baz1b	6433	9451
Ppp6r1	3793	9399
Hck	4184	9293
Ranbp2	9476	9277
Sbno1	10071	9275
Jak1	5299	9272
Siglecg	2484	9260
Txnip	5599	9254
Prrc2b	19232	9241
Nckap1l	4717	9206
Lrmp	2313	9188
Rasa3	4118	9186
Dennd4b	5399	9185
Sf1	8084	9175
Chd8	8190	9154
Top2a	5217	9141
Cux1	7990	9082
Akna	5475	9069
Dbnl	7086	9032
Bank1	3247	9027
H3f3a	1076	9007
Hivep3	9021	8933
Treml2	4509	8896
Rpl11	594	8893
Cnbp	6489	8878
Hmgb2	2692	8871
Arpc2	1597	8852
Atp5b	1879	8825
Fam107b	3148	8797
Sema4d	4377	8797
Mycbp2	15233	8789
Syne2	21718	8779
Hnrnpul2	5726	8728
Rock1	6187	8719
Rbm3	6700	8715
Rpl18	679	8710
Rpl29	710	8684
Eml4	15786	8665
Ddx3x	4571	8660
Brd4	8667	8652
Eif3c	2882	8650
Ppp1ca	1363	8638
Trrap	12476	8638
Jund	2878	8629
Nup210	7035	8624
Lmnb1	2844	8560
Btla	6467	8550
Nono	4933	8547
Tcof1	9150	8546
Ptp4a3	13595	8539
Rps16	615	8528
Luc7l2	10478	8521
Cep110	13582	8518
Tet3	10906	8514
Rapgef1	18321	8509
Herc2	15346	8508
Lynx1	3952	8489
Nfkb1	4118	8460
Prex1	6530	8430
Eef1b2	1933	8416
Slc12a6	12573	8408
Pcbp2	11196	8357
D930015E06Rik	4909	8351
Erbb2ip	12962	8351
Hnrnph1	2226	8348
Atf7ip	4527	8339
St3gal1	5784	8324
Naca	8152	8308
Ftl1	970	8290
Rps18	524	8275
Eif4b	3854	8271
Gdi2	2681	8255
Fcer2a	14807	8227
Add1	11918	8219
Tlr9	3471	8218
Smc1a	3970	8182
Baz1a	6179	8181
Ctss	2713	8169
Supt16	4491	8157
Dhx9	4613	8149
Arhgef18	5300	8120
Kdm2a	7265	8113
Gabpb2	17273	8100
Arhgdib	1100	8095
Jmjd1c	16999	8090
Usp7	5427	8081
Ywhae	2078	8070
Setx	10970	8048
Ash1l	11270	8040
Rpl9	725	8039
Arf6	3731	8009
Eif5a	12029	7998
Tmsb10	1828	7988
Cmah	19124	7987
Ankrd13a	3252	7957
Pyhin1	3497	7929
Rfx7	8000	7923
Wipf1	4397	7907
Mef2c	12752	7905
Phip	10729	7893
Tnrc6b	34458	7893
Nfatc3	6014	7890
Rpl12	638	7884
Golgb1	11025	7841
Wasf2	4088	7831
Ddx21	4743	7814
Uba1	16374	7802
Dnmt1	21864	7794
Jarid2	17383	7759
Synj2bp	10398	7750
Zmiz2	8160	7745
Kif21b	9119	7744
Pml	10616	7737
Wdr26	7047	7709
Stag2	11770	7706
Dock11	6665	7691
Pbrm1	8117	7660
Rps17	474	7646
E2f2	4738	7645
Lbh	3068	7637
Mdn1	17959	7637
Hectd1	8988	7634
Baz2a	8369	7626
Rpl14	935	7602
Ncoa3	7531	7595
Etnk1	6433	7588
Ssh2	9039	7582
Vps13b	13371	7579
Tacc1	14166	7542
Cep350	13307	7540
Sp100	2158	7522
Syvn1	6573	7503
Ssrp1	5587	7482
Fermt3	2587	7481
Ppp1r18	8526	7476
Sdc4	2460	7435
Mtpn	4042	7433
Bcor	33578	7429
Pdcd4	6554	7428
Copa	4629	7426
Rps15	522	7422
Irf5	4432	7355
Rpl10a	830	7346
Srrm1	7449	7333
Hspa4	4640	7332
Khdrbs1	6348	7315
Ptbp1	5788	7309
Dek	2602	7301
Rad21	3605	7286
Brwd1	18378	7277
Vcp	3315	7274
Kpnb1	5909	7268
Sun2	11325	7230
Srsf1	10924	7228
Ptprcap	846	7225
Hist1h1e	1931	7223
Anp32b	1367	7218
Limd2	2950	7188
Hist1h1d	2977	7179
Rbm25	4244	7173
Mga	27235	7164
Vav1	12315	7162
Ankhd1	8231	7150
H2-Q4	1793	7137
Eif4a1	3749	7128
Ewsr1	2400	7120
Hipk1	8049	7102
Rpl27	734	7069
Ubr5	19562	7069
Sp1	7818	7066
Smap2	2905	7036
Pik3cd	29395	7031
Arhgap17	16878	7029
Ankrd17	19379	7019
Khsrp	3999	7018
Arid3a	5326	7013
Elk4	3671	6999
Arap1	19753	6991
Pdia4	2481	6989
Mlec	5952	6986
Rps26	448	6983
Myo1g	3307	6974
Rps19	629	6970
Rpl32	504	6967
Mknk2	3068	6940
Cct5	1769	6932
Cd97	12307	6920
Rbm5	3087	6919
Stat1	15456	6915
Pik3c2b	7929	6914
Cerk	4546	6907
Srsf5	4703	6853
Ankrd44	6140	6830
Ncor2	25588	6829
Cytip	5735	6801
Sh3kbp1	13926	6800
Usp9x	11902	6798
Cct2	1962	6797
Lnpep	5181	6796
Klf13	6396	6792
Sh2b3	2482	6789
Vmn1r58	2680	6781
Tapbp	5497	6775
Snx5	4927	6772
Hnrnpl	2142	6768
Itpr1	9877	6764
Ncf1	2721	6760
Zfp36l1	2984	6751
Fam65b	12159	6726
Atp13a2	8580	6722
Myo18a	7304	6717
Fth1	2453	6698
Hnrnpd	26832	6696
Tcp1	2363	6693
Rpl15	1841	6684
Fchsd2	8750	6683
Ppp1r16b	12762	6676
St6gal1	12729	6674
Elf4	5847	6673
Myo1e	4944	6660
Nucks1	12189	6656
Rpl28	496	6652
Cybasc3	2580	6646
Smarcc1	5673	6628
Ddx54	3931	6625
Tgfbr2	9501	6622
Zfp488	4301	6609
2610507B11Rik	7443	6592
Ebf1	2245	6582
Ivns1abp	9693	6537
Usp24	10601	6530
Vps13d	44688	6527
Qk	16812	6494
Cdk13	13982	6491
Ubb	1165	6488
Mid1	7784	6474
Rps15a	5134	6472
2900097C17Rik	4917	6463
Pkn1	6761	6423
Pld4	1978	6421
Rps14	597	6418
Larp1	6615	6410
Capza1	3187	6406
Zfp36l2	3532	6401
Syncrip	9341	6381
Clta	4458	6371
Arhgap4	9867	6364
Prr14l	10546	6362
Ahnak	19145	6356
Lpgat1	14107	6352
Cecr2	9213	6347
Ddb1	4163	6342
Tax1bp1	3284	6307
Dpp4	8922	6295
Ifi203	7244	6276
Tgfb1	2094	6269
Bzw1	2833	6257
Epn1	4959	6250
Trim28	3242	6241
Pkm	4864	6239
Lyst	11806	6231
Kif5b	6030	6228
Supt6	6201	6218
Bod1l	10539	6215
Eif4a2	7750	6213
Sf3b3	4299	6210
Tram1	2888	6210
Pdia3	2642	6194
Atxn2l	3718	6192
Srsf3	5626	6187
Prpf4b	4466	6179
Kdm5a	10969	6175
Ubtf	9138	6165
Clec2d	1214	6153
Sh3bgrl3	707	6152
Spen	12299	6143
Dnajc7	2312	6142
Rapgef6	31997	6122
Acly	8824	6119
Mef2d	2459	6111
Stk24	2574	6110
Rps10	573	6096
Zmiz1	7525	6084
Arf1	3790	6083
Hnrnpa0	2678	6083
Sh3bp5	2473	6056
Cdc42	3654	6054
Calm2	1216	6049
Tpm4	2082	6046
Eif5	7793	6035
Rpl22	2040	6022
Foxo1	5552	6013
Ino80d	26967	6013
Cd52	503	6011
Mybbp1a	4117	6005
Smc3	4851	6000
Dennd5b	9833	5995
G3bp1	2685	5985
Mta2	3087	5985
4932438A13Rik	15883	5983
Tle3	15522	5980
Traf3	13875	5975
Sash3	2584	5957
Elmsan1	14112	5952
Sema4b	3946	5949
Ubap2l	30876	5949
Wbp7	8457	5947
Taok1	12409	5944
Fam120a	4918	5940
Zfp292	9977	5938
Nfatc1	27724	5934
Tnks2	6481	5928
Cyth1	9474	5917
Hist1h1a	747	5907
Diap1	4377	5906
Add3	17766	5902
Birc3	2811	5887
Parp14	7251	5880
Cdv3	15211	5862
Il16	4989	5849
Rsf1	11129	5849
Ran	2288	5844
Ccni	2804	5839
Phf2	5260	5837
B3gnt5	14089	5825
Zfp277	4530	5814
Hnrnpc	13993	5812
Pxk	5647	5797
Tbc1d1	5432	5791
Malt1	5008	5783
Srebf2	4570	5772
Calm3	2208	5765
Fam49b	3800	5764
Ube2h	13361	5760
Prkce	6254	5747
Rcsd1	5250	5742
Ehd1	3182	5740
Aplf	6332	5729
Ptpn1	4213	5723
Itm2b	1772	5719
Gns	3855	5711
Srsf2	1903	5711
U2af2	4392	5708
Stk17b	3278	5707
Klhl24	6683	5702
Kdm5c	6267	5695
Trp53i11	2662	5690
Klhl14	4018	5687
Chd1	7918	5684
Ppp2r5a	3082	5682
Zfp592	7292	5680
Fam168b	15126	5666
Herc1	15229	5650
Spag9	49794	5632
Rock2	8012	5630
Ccdc88c	6292	5627
Bclaf1	16209	5621
Chchd10	948	5618
Strbp	16348	5612
Gga2	4891	5603
Ier5	3270	5591
Cotl1	1639	5586
Tnrc18	13852	5585
Cd53	2802	5582
Rpl36a	489	5576
Ap2b1	10776	5566
Ctnnb1	7046	5565
Srpk3	1963	5560
Rps5	740	5557
Pou2f2	13180	5553
Map4k2	2466	5548
Snora81	164	5545
Itpr2	23547	5542
Psme1	977	5541
Dido1	18041	5537
Eif2s3x	3587	5535
Med12	8447	5522
Rps11	602	5521
Eif3b	2966	5518
Matr3	4472	5512
Pik3r1	12754	5508
Prdm2	16718	5496
Cacna1e	12697	5495
Lbr	3552	5489
Capzb	6761	5484
Pecam1	6553	5477
Sec16a	8739	5466
9930111J21Rik1	3863	5458
Fnbp1	20146	5451
Btg2	3083	5449
Cybb	4752	5448
Supt5	3511	5448
Tra2b	2135	5448
Dok3	1546	5445
Gpcpd1	10795	5442
Rpl36	407	5439
Hmgn1	1200	5438
Susd1	3295	5424
Trak2	6240	5419
Dip2b	17041	5410
Ddx46	5673	5403
Zbtb18	8786	5401
Limd1	4853	5397
Pds5a	4146	5397
Myo5a	11683	5396
Ctcf	3823	5392
Setd5	6470	5388
Fli1	3087	5371
Eif3f	1507	5370
Ankfy1	8034	5369
Sept1	1453	5369
Sin3a	15300	5366
Snap29	3432	5362
Ube2d3	2619	5346
Filip1l	7199	5345
Smarcc2	14214	5334
Hdac7	33483	5328
Edem3	6604	5313
Hspa9	3042	5312
Luc7l3	3296	5305
Flii	4012	5297
Anapc5	5477	5296
Zbtb7a	5373	5291
Nr3c1	6329	5287
Epb4.1l2	8667	5286
Srsf6	3546	5270
Prpf40a	3565	5268
Jhdm1d	9553	5267
Gnb1	9374	5260
Uggt1	9029	5255
Dhx15	5991	5253
Ppp1r12a	3403	5246
Cbl	5083	5244
Tkt	3207	5243
Rc3h1	11011	5242
Far1	7853	5237
Il4ra	5094	5237
Pcnt	9530	5237
Anxa6	5304	5231
Eif2c2	8031	5230
Anp32a	2089	5225
Thoc2	7619	5225
Erp29	1243	5220
Prpf38b	3003	5217
Mctp2	5789	5209
Dnm2	13688	5204
Ccdc50	13917	5202
Blnk	2097	5199
Blk	2475	5190
Ogt	5384	5188
Cep170	6930	5186
Nrd1	4155	5182
Hdlbp	6238	5181
Slc25a5	1238	5174
Xpo1	10050	5174
Sh3pxd2a	20844	5165
Zfp207	12240	5156
Myl6	614	5154
Hdac9	12623	5152
Rpl37	867	5139
Chd9	11517	5137
Apc	12449	5131
Csnk1a1	2013	5130
Adnp	4903	5126
Ubl3	2667	5124
Sla	5434	5120
Smc4	4082	5119
Slc44a2	6916	5107
Txndc5	2617	5096
Tm9sf3	6144	5070
Prkar1a	3323	5046
Pi4ka	6431	5045
Vpreb3	602	5038
Actn4	3811	5037
Adar	17660	5035
Ppp1cc	2379	5029
Smek1	9149	5029
Olfr856-ps1	1642	5025
Tmpo	19823	5013
Rbbp6	8471	5009
C1galt1	2065	5008
Zfp608	6112	5007
Glg1	3870	4998
Kidins220	7402	4995
Nsa2	2686	4995
Nfkbie	2421	4984
Arhgap25	5330	4983
Tcerg1	4409	4983
Ppp1r15b	5588	4978
Bdp1	9921	4976
Tlk1	4031	4976
Arpc1b	1551	4971
Trp53inp1	10822	4953
Irf4	4683	4949
Zfml	10761	4949
Rpl31	3403	4943
Ogdh	33277	4941
Dyrk1a	11771	4929
Eif3h	1228	4925
Serinc5	5318	4923
Sept7	5058	4922
Cbfa2t3	22910	4915
Hivep1	8753	4903
Vasp	2251	4902
Dennd1b	16276	4899
Snx30	7507	4898
Was	2094	4896
Eif1	1211	4894
Zcchc6	5551	4889
Tor1aip1	12152	4882
Vav2	3482	4881
Coro1b	1844	4879
Ctbp1	9536	4875
Edem1	5858	4874
Vps13a	11164	4874
Gm608	12606	4870
Pcm1	8381	4862
Akap9	12105	4859
Sdha	2859	4857
Msl2	4923	4851
Sfrs18	4545	4851
Topbp1	5111	4848
Stat6	3805	4847
Mapk1	7031	4843
Atm	11964	4840
Clint1	3398	4840
Tab2	4278	4838
Tnrc6c	8726	4833
Arid2	9029	4832
Mtmr3	5674	4832
Pa2g4	2432	4829
Papola	4508	4823
Man2a1	6078	4813
Gcn1l1	8546	4810
Rps13	582	4807
Lrrfip1	8617	4799
Ubqln1	7288	4795
Sp110	3852	4780
Nup153	6021	4778
Gmip	3925	4777
Rpl35a	1532	4777
Mgea5	4797	4774
Clic1	1159	4773
Tcf25	8330	4766
Ctsz	1393	4758
Lrp10	3012	4757
Gimap1	3004	4748
Acad9	3913	4744
Cd164	2830	4732
Clasp1	23049	4730
Smc6	5603	4718
Gltscr2	1557	4716
Tardbp	39147	4699
Pds5b	7309	4698
Rpl39	394	4698
Ap2m1	2057	4692
Marf1	7765	4692
Kansl1	5510	4691
Stxbp2	2703	4691
Tap1	5816	4689
Pcbp1	1669	4683
Whsc1l1	13575	4680
Smarcd2	5144	4677
Safb2	3272	4676
Ktn1	4485	4667
Arfgef1	7042	4665
Baz2b	7980	4660
Ahctf1	8831	4658
Atad2b	8102	4657
Rps25	684	4652
Tbl1xr1	8127	4651
Ehmt2	7765	4650
Arpc5	1897	4649
Abcf1	3150	4635
Srsf11	9257	4635
Xrn2	3367	4634
Pdcd6ip	17877	4627
Hivep2	9768	4626
Grb2	2610	4623
P4hb	2538	4622
Rsrc2	8674	4620
Aldh2	2207	4618
Ttyh3	4658	4615
Mtdh	3680	4609
Hnrpdl	2750	4606
Rnase6	1071	4604
H2-Ob	2670	4601
Trim25	5563	4593
Rnf20	8471	4589
Cd93	6638	4582
Mrfap1	1630	4580
Git2	14911	4579
Dgkz	7584	4577
Zfp706	4417	4574
Eif5b	7797	4568
Ik	1996	4559
Rlim	7435	4557
Taok3	12913	4555
Rps28	327	4553
Shisa5	3341	4551
Ttc7	4615	4550
Anp32e	9375	4542
Eps15	9415	4531
Pnrc1	1925	4517
Fam111a	3199	4511
Tmod3	3590	4506
Ddx39b	3390	4504
Mapre1	7327	4498
Ciita	15704	4495
Arfgef2	8776	4492
Sf3a1	4916	4491
Ehd4	3387	4481
Gse1	19783	4481
Ckap5	13091	4478
Myo9b	21541	4462
Fubp1	6491	4460
Fus	1844	4458
Adcy7	24060	4443
Zfpm1	3386	4441
Cyba	759	4440
Morc3	4179	4439
Bag6	11230	4437
Arpc5l	1271	4435
Rap1b	1937	4434
Top1	3846	4424
Gltscr1	5360	4419
Picalm	24501	4419
Fam178a	6880	4417
Psmb8	1223	4413
Sept6	15282	4413
Arcn1	3454	4410
Tcf12	21475	4407
Srrt	9018	4401
Tmem229b	7521	4401
Smg7	17387	4400
Ylpm1	7034	4399
Gna13	6197	4397
Rac1	2269	4392
Pou2f1	51912	4388
Ltb	1095	4383
Zscan29	6904	4365
Ap3d1	4730	4362
Fnbp4	4690	4357
Marcks	4186	4356
Mndal	1908	4353
Creb1	25057	4351
Hmgn2	1254	4349
Upf1	9199	4349
Fgfr1op2	2828	4334
Pum1	25717	4334
Mllt6	7271	4333
Rps29	390	4330
R3hdm2	12489	4327
Smarca5	4638	4326
Sp3	8259	4324
Ehbp1l1	17401	4323
Rnf187	1939	4323
Eif3d	1910	4317
Zc3hav1	7180	4316
Ftsjd2	3754	4315
Cdc42se1	3659	4298
Gripap1	2922	4293
Fam63b	8081	4291
Usp25	4413	4290
Rbm33	9501	4284
Setd1b	8858	4283
Pak2	4099	4278
Glyr1	6686	4276
Arglu1	1712	4275
Rpl37a	588	4274
Fam53b	10199	4268
Gatad2a	15475	4258
Med1	15722	4256
Cyth4	2791	4252
Pold1	3424	4236
Celf2	65102	4226
Dnmt3a	28337	4224
Ap1m1	1964	4223
Ccar1	4478	4221
Glcci1	6204	4209
Kdm4a	7992	4208
Ddx23	2814	4206
Zc3h4	6051	4200
Cul3	2764	4199
Snord15a	148	4199
Tmbim6	9870	4199
Cbx5	26505	4194
H2-D1	1736	4189
Pnn	3469	4189
Cdc5l	2991	4178
Man1a	3889	4169
Rps21	391	4165
Dcaf7	5749	4155
Nop56	1895	4154
Zzef1	11150	4148
Arf3	3481	4145
Eif2ak3	4496	4143
Bcl7a	3809	4140
Nfat5	26824	4136
Gas7	13980	4134
Ifnar1	7013	4133
Parvg	5355	4133
Msl1	4340	4129
Gm15800	15482	4126
Ccnd3	6170	4124
Chst15	4265	4118
4930523C07Rik	5868	4115
Arid4b	11949	4114
Chd6	10549	4110
Nufip2	10399	4110
2810407C02Rik	3546	4109
H2afy	7824	4104
Zeb2	9113	4103
Trim30a	3770	4098
Man2b1	4325	4094
Ttpal	9043	4092
C2cd3	7811	4088
Cabin1	7460	4087
Dcp2	8643	4085
Ppig	6297	4083
Slc38a1	22077	4079
Cd44	29904	4076
Ythdc1	3034	4071
Cd180	2326	4062
Tbc1d10c	1759	4061
Cd2ap	5399	4057
Eprs	4850	4056
Msi2	7270	4055
Acap1	2482	4050
Smek2	5108	4049
Akap8	3695	4045
Napsa	1479	4040
Whsc1	21625	4037
Psmd2	6014	4028
Otud4	14651	4025
Zfp236	9473	4024
Capza2	1986	4021
Cep250	31789	4018
Cpsf6	6534	4013
Atf4	1725	4008
Trim8	3241	4005
Phf3	7561	4002
Prps2	3638	3998
Ppp2ca	1930	3997
Pitpna	3716	3994
Ppp6r3	14498	3984
Ppp1cb	4024	3982
Atp1a1	3702	3978
Gtf3c1	6869	3973
Ipo5	4593	3971
U2surp	15340	3969
Suz12	8677	3965
Rasgrp2	2193	3962
Ywhag	3592	3959
Rbm27	6264	3953
Sec24c	8664	3948
Hnrnpr	2675	3944
Bms1	4288	3940
Zc3h11a	4395	3940
Zfp148	9431	3939
Pafah1b1	11307	3938
Il21r	2607	3936
Cab39	3800	3934
Fbxo11	4013	3931
Nr2c2	7620	3931
Adam10	4589	3923
Tmf1	6781	3923
Xiap	6550	3919
Zfp871	10850	3914
Polr2m	4420	3910
Bcar3	3300	3909
Nol7	1811	3906
Ncoa2	16219	3903
Cmip	8879	3902
Ssb	4149	3901
Rreb1	46572	3899
Grn	2333	3896
Cnn3	2003	3895
Rprd2	8419	3894
Slfn2	1664	3887
Asxl2	17922	3886
Dpp8	4764	3885
Pan3	4628	3885
Rrp1	2008	3878
Hdac1	1971	3871
Il2rg	1612	3869
Gpd1l	4393	3867
Celf1	25095	3861
Iws1	9623	3857
Dnajc13	7697	3854
Eif3e	1541	3854
Hist2h2bb	493	3853
Cd40	8362	3852
Il17ra	3970	3851
Nin	16383	3850
Uso1	3898	3847
Fam3c	2739	3845
Rnf10	3112	3842
Rtf1	4664	3841
Dazap2	1822	3838
Synrg	11105	3838
Dicer1	9851	3837
Heatr1	6776	3830
Akt1	5330	3821
Specc1l	12353	3821
Leng8	5094	3820
Cdk12	20157	3819
Tubb4b	1600	3818
Man2a2	6554	3812
Hook3	12836	3810
Ubr2	15298	3810
Dusp2	1618	3806
Irf2	2484	3805
Mark2	18018	3805
St8sia4	6807	3803
Pdzd8	7076	3802
Ppp3ca	2194	3802
Gpbp1l1	3519	3797
Mcm3	2886	3796
Clk1	6657	3794
Zfp646	6310	3782
Xpo6	4452	3777
G3bp2	21355	3775
Pip5k1c	8480	3772
Irf2bp2	4530	3768
Btf3	1978	3759
Hif1a	4761	3758
Wac	15127	3758
Csnk1g3	4394	3749
Snora74a	198	3745
Rhbdf2	7504	3743
Tnpo1	10776	3742
Psme4	6442	3741
Gigyf2	11437	3739
Hist1h4d	312	3739
Cyld	40018	3736
D4Wsu53e	1415	3735
Sumo2	998	3733
Setd1a	5931	3732
Arhgef2	17296	3731
G530011O06Rik	2380	3722
Phrf1	5374	3721
Golga4	7532	3720
Ncoa1	7329	3720
Taf1	8060	3718
N4bp2	5731	3714
Os9	7933	3713
Cblb	6322	3711
Akr1a1	1414	3710
Cd55	2526	3709
Ldha	3439	3706
Hyou1	4432	3705
Ints1	7113	3697
Gak	4453	3694
Chtf8	2931	3692
Med13l	9295	3691
Cherp	3800	3690
Puf60	5610	3687
