geneid	length	nreads
Eif1	1211	4147
Tnpo1	10776	4142
Phf3	7561	4141
Anp32e	9375	4136
Kidins220	7402	4135
Prpf38b	3003	4128
Zcchc6	5551	4103
Ubap2l	30876	4100
Elf4	5847	4093
Srsf6	3546	4079
Tacc1	14166	4076
Celf2	65102	4075
Dhx15	5991	4075
Siglecg	2484	4066
Nap1l1	5453	4063
Rc3h1	11011	4063
Mapk1	7031	4061
Cmip	8879	4060
Add1	11918	4054
Fam168b	15126	4051
Khdrbs1	6348	4042
Ckap5	13091	4036
Msi2	7270	4031
Oxr1	19759	4023
Smek2	5108	4018
Syvn1	6573	4017
Ppp1cb	4024	4012
Phf14	10800	4010
Tgfb1	2094	4002
Snora81	164	4001
Khsrp	3999	4000
Spen	12299	3996
Sp3	8259	3994
Ssrp1	5587	3990
Nfkb2	9232	3987
Smarca5	4638	3978
Rps16	615	3964
Ythdc1	3034	3964
Cd37	1226	3962
Snord15a	148	3954
Pds5b	7309	3953
Hist1h1b	672	3940
Pan3	4628	3933
Tnrc6c	8726	3931
Traf6	5474	3922
Dbnl	7086	3908
Prkce	6254	3907
Bzw1	2833	3904
Rhoh	4960	3903
Ddx46	5673	3900
D14Abb1e	14878	3899
Git2	14911	3899
Ube2d3	2619	3898
Chd6	10549	3896
Slc25a51	4437	3895
Vps13a	11164	3880
Limd2	2950	3866
Arf1	3790	3851
Nr2c2	7620	3851
Polm	2925	3850
Ccdc88c	6292	3845
Golgb1	11025	3838
Arid4b	11949	3833
Supt6	6201	3820
Ano6	11359	3813
Smarcc2	14214	3806
Jarid2	17383	3796
Ptbp1	5788	3792
Fam120a	4918	3789
Kctd12	6057	3784
Pnn	3469	3784
Dpp8	4764	3783
Acly	8824	3780
Calm3	2208	3780
Olfr856-ps1	1642	3779
Kpnb1	5909	3777
Ppp6r3	14498	3776
Rsf1	11129	3772
Whsc1	21625	3769
Gpbp1	7188	3767
Pou2f1	51912	3763
Bdp1	9921	3760
Clec2d	1214	3759
Suz12	8677	3756
Stk10	5073	3755
Sin3a	15300	3750
Rpl11	594	3748
Brd3	15982	3738
Msl2	4923	3738
Safb2	3272	3737
Rps17	474	3727
Kdm5c	6267	3726
Fth1	2453	3717
Gpbp1l1	3519	3713
Gm15800	15482	3712
Pds5a	4146	3707
Pdcd6ip	17877	3690
Slamf6	2443	3688
Spag9	49794	3685
Rcsd1	5250	3683
Prpf40a	3565	3673
Eef1g	1565	3672
Ddx21	4743	3671
Arfgef1	7042	3661
Tlk1	4031	3657
2810407C02Rik	3546	3651
B4galt1	4535	3646
St3gal1	5784	3638
Cdc25b	6134	3637
Pum1	25717	3629
Atp13a2	8580	3620
Akt1	5330	3610
Lgals9	3079	3609
Rab43	8913	3606
Rnf111	4880	3604
Pdcd4	6554	3601
Rpl29	710	3596
Gdi1	2657	3591
Rsrc2	8674	3591
Uggt1	9029	3589
4930523C07Rik	5868	3587
Rpl9	725	3578
Pip5k1c	8480	3573
H2afy	7824	3565
Fubp1	6491	3562
Suv420h1	33890	3559
Helz2	10109	3556
Fli1	3087	3554
Ubb	1165	3548
Fnbp4	4690	3547
Ankrd44	6140	3546
Zfp592	7292	3540
Nr3c1	6329	3537
Stk24	2574	3536
Ubtf	9138	3536
Fgfr1op2	2828	3529
Wac	15127	3528
Celf1	25095	3525
Ubr2	15298	3524
Zfp71-rs1	3960	3523
Gm608	12606	3522
Dck	3057	3521
Rlim	7435	3516
Ktn1	4485	3513
Cnot2	11940	3512
Kansl1l	9283	3510
Zfp706	4417	3503
Rgs2	3009	3502
Smg7	17387	3502
Med13l	9295	3496
Nrd1	4155	3495
Cul3	2764	3492
Glg1	3870	3490
Rpl28	496	3489
Vps54	4712	3488
Ddb1	4163	3487
Cbx3	1803	3479
Dock11	6665	3478
Susd1	3295	3478
Slc30a5	3179	3477
Tfrc	4914	3470
Acad9	3913	3466
Rreb1	46572	3466
A830010M20Rik	11543	3461
Gnb1	9374	3460
Dnmt1	21864	3456
Med1	15722	3448
D4Wsu53e	1415	3445
Ptpn6	4409	3445
Rb1cc1	7046	3442
Hp1bp3	9785	3434
Eif4a1	3749	3430
Tcp1	2363	3430
Uso1	3898	3425
Tra2b	2135	3423
Glul	2782	3421
Sun2	11325	3416
Zscan29	6904	3415
Ncoa3	7531	3412
Hnrnpd	26832	3410
Rps15a	5134	3401
Pcnt	9530	3399
Crebrf	7453	3389
Ik	1996	3387
Slc43a2	20968	3384
Zfp36	1765	3381
Atp13a3	14528	3377
Cd22	8069	3376
Pecam1	6553	3375
Rfwd2	5056	3375
Arhgdib	1100	3373
Foxn3	2611	3369
Zfp148	9431	3365
Senp6	4938	3362
Kdm1b	4987	3360
Hdac5	7593	3358
Pafah1b1	11307	3356
Cdc42	3654	3355
Il17ra	3970	3352
Ms4a1	2057	3349
Dlg1	27519	3348
Eef1b2	1933	3348
Rsbn1l	5554	3341
Pdia3	2642	3339
Whsc1l1	13575	3337
Rpl18	679	3336
Sept11	5008	3335
Notch1	9489	3332
Prkar1a	3323	3330
Arih1	6435	3326
Rpl15	1841	3320
Iws1	9623	3318
Ubn2	14669	3316
Eif2c1	7064	3315
Dnaja1	16680	3314
Sept7	5058	3310
Wtap	11937	3308
Lpgat1	14107	3302
Dennd5b	9833	3290
Zfp236	9473	3288
Dusp11	6434	3285
Ypel3	2006	3285
Srsf11	9257	3283
Treml2	4509	3281
Aftph	7788	3277
Rps26	448	3273
Arid4a	5780	3266
Nfkb1	4118	3262
Bcl2l1	2371	3258
Acss1	3594	3256
Ccnd3	6170	3255
Cdk12	20157	3253
Itm2b	1772	3252
Svil	7424	3249
Parp14	7251	3248
Rasa3	4118	3246
N4bp2	5731	3237
Mta2	3087	3232
Arap1	19753	3231
Ttyh3	4658	3227
Rmnd5a	6165	3221
Gm17644	3200	3216
Arpc2	1597	3214
U2af2	4392	3212
Eif3f	1507	3210
Brd8	4677	3205
Pdzd8	7076	3202
Srsf2	1903	3200
Sec16a	8739	3199
2810474O19Rik	6080	3198
Hook3	12836	3195
Mdm4	3490	3192
Nfkbia	1579	3191
Lbh	3068	3189
Pik3cg	20135	3188
Msl1	4340	3179
Ireb2	5808	3177
Zc3h4	6051	3176
Ylpm1	7034	3174
Vim	1834	3173
Filip1l	7199	3168
Golga4	7532	3168
Sash3	2584	3167
Itch	10576	3166
Lmo4	4670	3165
Gas5	2554	3164
Rbm3	6700	3163
Eps15	9415	3158
Leng8	5094	3158
Ccni	2804	3152
Sipa1	18455	3152
Pcf11	5804	3151
Rbm6	7705	3150
Kif11	4819	3149
Kctd3	3703	3145
Arhgap21	13914	3140
U2surp	15340	3138
Zbed6	5007	3138
Smarcd2	5144	3133
Glyr1	6686	3128
Tcerg1	4409	3128
Supt5	3511	3125
Trak2	6240	3120
Tmem131	6548	3118
Stag1	6010	3117
Cnot6l	5269	3115
Cyld	40018	3108
Gna13	6197	3102
Atp11b	4864	3101
Trim25	5563	3095
Med12	8447	3092
Rps2	999	3092
Gsk3b	8298	3087
Topbp1	5111	3086
Usp19	23481	3078
Fbxl5	5276	3075
Sell	4534	3072
Mlec	5952	3064
R3hdm2	12489	3061
Osbpl9	9599	3058
Arpc5	1897	3057
Mndal	1908	3056
Rnf20	8471	3056
Vav1	12315	3055
Zbed4	5374	3055
Xrn2	3367	3054
Aspm	9866	3052
Abi1	17103	3049
Zfr	4597	3048
Olfr613	5137	3039
Cd47	1914	3031
Narf	4412	3030
Smg6	5799	3028
Hcls1	2018	3026
Tpm4	2082	3026
Ctdsp2	8959	3025
Wipf1	4397	3025
Dnmt3a	28337	3022
Flii	4012	3020
Pgm2l1	8626	3019
Ythdf3	15578	3019
Tnrc6a	8479	3011
Sdha	2859	3007
Rnf10	3112	3004
Smc6	5603	3000
Trim33	17685	2995
Upf1	9199	2995
Rps15	522	2992
Atf4	1725	2990
Sf3b3	4299	2990
Rbbp4	4407	2987
Rapgef1	18321	2981
Xiap	6550	2981
Trp53i11	2662	2980
Ubr3	16153	2980
5031439G07Rik	5032	2977
Dgkz	7584	2977
Pkn1	6761	2976
Rprd2	8419	2975
Chst15	4265	2974
Otud4	14651	2974
Asxl2	17922	2969
Trak1	4885	2966
Mtor	8595	2965
Ttc14	20502	2965
Cdc5l	2991	2963
Tia1	13101	2961
Ehbp1l1	17401	2960
Rac1	2269	2958
Trim11	2252	2957
Map4k2	2466	2956
Hdac9	12623	2954
Arid5a	22498	2951
Cbfb	11346	2949
Hmgn2	1254	2949
Capza2	1986	2944
Man1a	3889	2939
Csnk1g3	4394	2934
Hdac7	33483	2933
Prex1	6530	2932
Zzef1	11150	2932
Vcpip1	5174	2929
BC005537	2551	2928
Ogdh	33277	2926
Rps19	629	2926
Nsa2	2686	2922
Ncapd2	4514	2916
Rpl32	504	2915
Scaf8	4873	2911
Tug1	7949	2910
Tmf1	6781	2908
Grk6	8091	2907
Tle3	15522	2906
Ccm2	5336	2903
Rab21	1824	2900
Dnm2	13688	2893
Snx29	2672	2892
Ube2i	8297	2878
Snap29	3432	2875
Tbl1xr1	8127	2873
Rpl31	3403	2872
Akap8	3695	2871
Blk	2475	2865
Pabpn1	1793	2864
Smarce1	2918	2863
Cd44	29904	2862
Clasp1	23049	2862
Cbl	5083	2861
Zfp646	6310	2861
Arglu1	1712	2855
Fam65b	12159	2855
Abca1	10260	2854
Ccnl2	2442	2851
Arfgef2	8776	2850
Hnrnpr	2675	2850
Map4k4	22525	2850
Cenpe	7813	2849
Phf20l1	6670	2846
Ubn1	6455	2845
Nup153	6021	2843
Usp25	4413	2842
Xpo1	10050	2842
Stat6	3805	2841
Ubqln1	7288	2841
Lrp6	9366	2839
Dicer1	9851	2838
Zbtb44	17672	2833
Mier1	9403	2832
Gpatch8	6829	2827
Hif1a	4761	2826
Srrt	9018	2826
Rpl27	734	2825
Pdia4	2481	2823
Cct5	1769	2820
Ppp2ca	1930	2820
Ptprcap	846	2820
Btaf1	8509	2819
Irf2	2484	2819
Vezf1	4583	2819
Zfp62	7954	2813
Jakmip1	2382	2810
Ube3a	13895	2809
Ddx24	5974	2807
Pde4b	17179	2807
Ppp2r5c	13298	2807
Tnfaip3	8757	2806
Dcp2	8643	2803
Hdlbp	6238	2803
C2cd3	7811	2801
Rpl10a	830	2800
Pim2	2041	2794
Clta	4458	2793
Arcn1	3454	2791
Anapc5	5477	2784
G3bp2	21355	2783
Lsm14a	2723	2781
Ctbp1	9536	2780
Mtdh	3680	2780
Rbm27	6264	2780
Srsf10	6116	2780
Ap2b1	10776	2763
Epc1	8619	2762
Ubl3	2667	2762
Tubb4b	1600	2754
Gtf2i	21857	2750
Trio	11497	2742
Dock10	7303	2740
Map4k1	2698	2739
Pik3ca	8917	2737
Cggbp1	4320	2733
Snord22	126	2731
Maz	2371	2729
Snora74a	198	2727
Cd2ap	5399	2725
Srsf7	11804	2724
Abcf1	3150	2723
Eif2ak2	4326	2721
Mknk2	3068	2721
Tcf25	8330	2720
Cd55	2526	2719
Ahctf1	8831	2717
Madd	18118	2716
Ppp1r18	8526	2716
Rps28	327	2713
Sltm	7260	2712
Sumo2	998	2710
Hist2h2bb	493	2709
Rps29	390	2709
Chtop	3247	2707
Pcmtd1	5232	2707
Zfp608	6112	2703
Bmf	4633	2702
Ap2m1	2057	2701
Prep	2719	2700
Zc3h13	6151	2698
Spop	2882	2695
Gigyf2	11437	2694
Erp29	1243	2692
Gm4759	3091	2692
Fam49b	3800	2685
Pak2	4099	2683
Safb	3183	2683
Sec11c	770	2683
Mrfap1	1630	2681
Nisch	5586	2681
Dcaf12	3454	2679
Limd1	4853	2677
Ppig	6297	2676
Ssb	4149	2676
Malt1	5008	2674
Sorcs2	5721	2674
Runx1	25412	2673
Foxp4	12000	2671
Epb4.1l2	8667	2668
Sorl1	6938	2666
Lig4	4081	2665
Ywhaq	2110	2661
Dnahc8	14583	2660
Myo5a	11683	2659
Steap4	3140	2654
Mapre1	7327	2653
Ap3d1	4730	2649
Cd53	2802	2645
Cdc42se1	3659	2639
Col4a3bp	10648	2639
Pcbp1	1669	2639
Rbm26	4105	2639
Rps10	573	2637
Rtf1	4664	2636
Eif5a	12029	2633
Smim14	2084	2632
Ap1g1	6817	2628
Rnf216	9171	2627
Sh3glb1	3949	2626
G3bp1	2685	2623
Rpl12	638	2622
Atp8a1	16303	2621
Rps11	602	2614
Nfkbie	2421	2613
Slc44a2	6916	2611
Synrg	11105	2609
Stxbp2	2703	2599
Stat1	15456	2598
1700021K19Rik	10641	2592
Fmr1	4393	2592
Dcaf8	3743	2589
Smc2	5321	2588
Rdx	10555	2586
Rftn1	2802	2586
Myo9b	21541	2585
Rpl14	935	2583
Rab10	3513	2582
Stmn1	1060	2582
Cdk19	11482	2581
Tspyl2	2758	2579
Bms1	4288	2576
Map3k5	5393	2576
Ran	2288	2575
Apobec1	4474	2574
Rps18	524	2573
Dnaja2	2839	2572
Mbtd1	5231	2572
Trip11	6448	2572
Coro1b	1844	2571
Eif3h	1228	2569
Rnf38	9948	2563
Specc1l	12353	2563
Peli1	3485	2558
