geneid	length	nreads
Gnai2	2177	9884
Polr2a	5799	9881
Atrx	10242	9817
Ncor1	20689	9743
Dync1h1	14398	9715
Snord15b	145	9703
Crebbp	7507	9688
Pfn1	870	9625
Kat6a	9126	9619
Rpl18a	1291	9573
Kctd12	6057	9544
Rpl21	1856	9485
H3f3b	1993	9479
Rps9	703	9459
Rps8	740	9454
Iqsec1	11016	9439
Tpm3	9062	9431
Samhd1	7897	9350
Stk4	5189	9350
Rpl17	775	9344
Faim3	1491	9247
Ptbp3	13735	9241
Tubb5	2645	9237
Setd2	8350	9219
Calm1	4001	9157
Nipbl	17414	9153
Bcl11a	12842	9111
Adrbk1	3182	9092
Rps3	1878	9087
Top2b	5633	9067
Mbnl1	28915	9030
Nap1l1	5453	8963
Rere	7458	8944
Dmxl1	12211	8887
Sptan1	23994	8879
Ddx17	16427	8854
Rps7	961	8836
Akap12	6247	8826
Myo1c	15883	8811
Ezr	3070	8788
Sorl1	6938	8786
Tpr	7550	8778
Lrmp	2313	8715
Hist1h1c	1561	8713
Cfl1	1184	8705
Ankrd11	17535	8640
Zfp106	9099	8602
Gnas	22976	8542
Vim	1834	8503
Rpl3	1361	8475
Cd37	1226	8393
Ptk2b	11794	8369
Cic	18294	8347
Gnb2l1	1254	8325
Ybx1	2191	8302
Ppia	736	8272
Serbp1	26614	8248
Hmgb1	2309	8238
Zcchc11	6054	8227
Sf3b2	3233	8203
Vmn1r58	2680	8179
Lsp1	11254	8130
Fryl	11470	8093
Nedd9	8947	8037
Brwd1	18378	8034
Scaf11	7724	8005
Arhgef1	16676	7979
Sbk1	4092	7927
Ifi30	981	7899
Csk	2276	7896
Ep300	8749	7800
Bach2	8493	7783
Hip1r	4392	7716
Chd2	9071	7700
Hmha1	7408	7671
Psap	15807	7619
Aplf	6332	7618
Pax5	1208	7606
Pik3ap1	2615	7606
Acin1	19148	7585
Ablim1	18775	7580
Synj2bp	10398	7574
Aff3	6010	7560
Smarca4	19107	7540
Mll5	7258	7498
Cnot1	24984	7490
Wdr1	2878	7479
Rpl10	795	7470
Hvcn1	5423	7457
Eif4g1	10813	7449
Rac2	3036	7418
Rps4x	876	7414
Ep400	21488	7395
Sept11	5008	7395
Irf8	2827	7355
Serp1	2449	7322
1700021K19Rik	10641	7316
Ralgps2	41634	7301
Usp34	12200	7292
Caprin1	25393	7285
Ddx6	18106	7242
Dock8	7810	7218
Aff1	16635	7212
Klf2	1816	7208
Vars	4224	7206
Tmem123	2870	7190
Parp1	3827	7183
Trip12	9632	7178
Siglecg	2484	7177
B2m	858	7170
Pou2af1	2566	7168
Actr2	3669	7157
Grk6	8091	7114
Rbm39	2812	7096
Tcf20	14579	7083
Rpl13	778	7075
Prkcd	2775	7066
Hcfc1	8093	7058
Hnrnpm	4947	7029
Card11	4112	6999
Ly6d	691	6990
Hspa5	5150	6979
Canx	12827	6939
Kdm3b	7112	6932
Fau	1881	6914
Jund	2878	6885
Sik1	4509	6880
Esyt1	3685	6855
Fmnl1	7647	6853
Rpl41	449	6847
Rps24	2569	6798
Laptm5	2398	6789
Ncoa3	7531	6767
Snx2	2013	6735
Purb	8478	6734
Baz1b	6433	6727
Bank1	3247	6690
Cmah	19124	6665
Thrap3	4327	6662
Elf1	4217	6651
Acad9	3913	6637
Sipa1	18455	6630
Phip	10729	6627
Mycbp2	15233	6625
Numa1	7153	6605
Atp5a1	2431	6593
Map4k1	2698	6586
Csde1	8309	6575
Hnrnpul1	4106	6570
Arid1b	11325	6560
Rpl35	452	6549
Itsn2	14409	6541
Cap1	2393	6523
Snrnp200	6740	6511
Brd2	13469	6500
Rplp1	468	6491
Cnp	4881	6429
D930015E06Rik	4909	6403
Pum2	37079	6395
Hnrnph1	2226	6384
Ash1l	11270	6380
Rplp2	441	6371
Mtss1	9908	6366
Sbno1	10071	6334
Dennd4b	5399	6310
Snn	2904	6299
Sp100	2158	6291
Golgb1	11025	6255
Cux1	7990	6250
Notch2	10506	6249
Eif4g3	18437	6228
Rcc2	3767	6216
Npm1	4093	6198
Rock1	6187	6193
Smchd1	7047	6157
Ranbp2	9476	6112
Snord17	221	6107
Sf1	8084	6097
Supt16	4491	6091
Uba52	494	6054
Hcls1	2018	6045
Ppp6r1	3793	6022
Top2a	5217	6015
Jmjd1c	16999	6013
H2-Ab1	1193	6003
Stk10	5073	5988
Prex1	6530	5983
Tet3	10906	5980
Rpl27a	1112	5972
Baz1a	6179	5966
Prrc2b	19232	5928
Brd4	8667	5909
Fam107b	3148	5904
Chd8	8190	5895
Herc2	15346	5881
Zfp277	4530	5873
Lbh	3068	5871
Wdr26	7047	5842
Hck	4184	5841
Pml	10616	5827
Dock10	7303	5810
Myo1e	4944	5807
Lmnb1	2844	5801
Hnrnpul2	5726	5796
5031439G07Rik	5032	5785
Cep110	13582	5742
Sdc4	2460	5741
Rasgrp1	5105	5721
Ptp4a2	6795	5719
Slc12a6	12573	5718
Sema4d	4377	5705
Zscan29	6904	5702
H3f3a	1076	5693
Tcof1	9150	5687
Hectd1	8988	5650
Dhx9	4613	5643
Nfkb1	4118	5624
Baz2a	8369	5616
Eif3c	2882	5616
Set	5497	5608
Hivep3	9021	5597
Jak1	5299	5588
Itpr2	23547	5581
Setx	10970	5578
Helz2	10109	5570
Inpp5d	14628	5552
Syvn1	6573	5538
Hmgb2	2692	5533
Tnrc6b	34458	5521
Samd9l	5329	5506
Gdi2	2681	5498
Wipf1	4397	5478
Arf6	3731	5470
Luc7l2	10478	5467
Rps23	555	5467
Kif21b	9119	5466
Usp7	5427	5458
Rpl7a	864	5452
Nckap1l	4717	5436
Mdn1	17959	5419
Nfatc3	6014	5406
Smc1a	3970	5404
Vav1	12315	5398
Akna	5475	5386
Nono	4933	5386
Plec	225028	5383
Atf7ip	4527	5364
Erbb2ip	12962	5355
Syne2	21718	5346
Zfp36l1	2984	5343
Cep350	13307	5338
Cecr2	9213	5325
Rhoa	2126	5324
Bod1l	10539	5322
Ddx3x	4571	5320
Hipk1	8049	5319
Vps13b	13371	5313
Nedd4	5494	5312
Cytip	5735	5284
Hnrnpab	4949	5279
Eml4	15786	5265
Pik3c2b	7929	5245
Btla	6467	5238
Jarid2	17383	5226
Ppp1ca	1363	5224
Pdcd4	6554	5214
4932438A13Rik	15883	5210
Etnk1	6433	5206
Srrm1	7449	5200
Arhgap17	16878	5199
Apobec3	4819	5189
Gabpb2	17273	5187
Arhgdia	2732	5172
Ywhae	2078	5167
Dennd5b	9833	5161
Chd3	7281	5160
Herc1	15229	5147
Foxo1	5552	5135
Dbnl	7086	5134
Treml2	4509	5128
Ankrd17	19379	5099
Arid3a	5326	5087
Ivns1abp	9693	5081
Rpl29	710	5076
Rbm25	4244	5060
Eif4b	3854	5055
Stag2	11770	5039
Kdm2a	7265	5035
Rpl23	1062	5029
Itpr1	9877	5025
Vps13d	44688	5023
Add1	11918	5022
Eef1g	1565	5005
Fth1	2453	4999
Zmiz2	8160	4996
Rbm5	3087	4985
Trrap	12476	4976
Nup210	7035	4972
Atp5b	1879	4963
Mef2c	12752	4957
Rfx7	8000	4951
Dock11	6665	4947
Rps27a	1547	4932
Pbrm1	8117	4876
E2f2	4738	4872
Tlr9	3471	4868
Klhl14	4018	4862
Edem3	6604	4852
Ankhd1	8231	4849
Hivep2	9768	4842
Cd97	12307	4839
Arhgef18	5300	4838
Myo1g	3307	4836
Dek	2602	4830
Pdia4	2481	4829
Khdrbs1	6348	4818
Ppp1r18	8526	4813
Elk4	3671	4810
Srsf1	10924	4791
Atp13a2	8580	4784
Mtpn	4042	4784
Bcor	33578	4777
Rad21	3605	4774
Ubr5	19562	4768
Zfp488	4301	4768
Klf13	6396	4766
Arpc2	1597	4736
Anp32b	1367	4718
Mga	27235	4718
Myo18a	7304	4715
Tmsb10	1828	4712
Srsf5	4703	4711
Strbp	16348	4698
Fcrla	5046	4695
Ssrp1	5587	4689
Eif5a	12029	4685
Prpf4b	4466	4669
Hist1h1e	1931	4660
Myb	7197	4641
Lyst	11806	4635
Zfp292	9977	4632
Rps20	502	4631
Usp24	10601	4628
Cnbp	6489	4614
Snx5	4927	4607
Ssh2	9039	4596
Spen	12299	4592
Adam19	6387	4589
Ewsr1	2400	4574
Rps2	999	4574
Man2a2	6554	4572
Prr14l	10546	4550
Tacc1	14166	4544
Naca	8152	4543
Dnmt1	21864	4540
Edem1	5858	4536
Eef1b2	1933	4533
Sh2b3	2482	4528
Rapgef1	18321	4521
Rpl18	679	4511
Arhgdib	1100	4500
Tax1bp1	3284	4499
Ankrd13a	3252	4493
Copa	4629	4488
Syncrip	9341	4485
Rbm3	6700	4483
Hnrnpd	26832	4470
Pld4	1978	4462
Cybasc3	2580	4459
Ptprcap	846	4452
Hspa4	4640	4440
Taok1	12409	4440
Usp9x	11902	4435
Dido1	18041	4434
Mid1	7784	4433
Diap1	4377	4421
Ddx46	5673	4416
Akap9	12105	4395
Smc3	4851	4387
Rasa3	4118	4382
Mef2d	2459	4366
Ftl1	970	4362
Wbp7	8457	4362
Pik3cd	29395	4353
Chd1	7918	4337
St6gal1	12729	4318
Baz2b	7980	4304
Ncf1	2721	4303
Kpnb1	5909	4293
Cerk	4546	4289
Ino80d	26967	4279
Mlec	5952	4277
Uba1	16374	4275
B3gnt5	14089	4274
Parp14	7251	4266
Tram1	2888	4266
Ddx54	3931	4250
Kdm5a	10969	4243
2610507B11Rik	7443	4238
Pcbp2	11196	4236
Uggt1	9029	4227
Gimap1	3004	4218
Rc3h1	11011	4218
Smarcc2	14214	4217
Khsrp	3999	4213
Hdac9	12623	4210
Tcp1	2363	4209
Prpf38b	3003	4201
Cblb	6322	4200
Sp1	7818	4200
Stat1	15456	4194
Tgfbr2	9501	4186
Ptbp1	5788	4183
Ube2h	13361	4176
Cct5	1769	4173
Ppp1r16b	12762	4171
Sun2	11325	4159
Zfp608	6112	4158
Lnpep	5181	4151
Apc	12449	4144
Ptp4a3	13595	4136
Pou2f2	13180	4133
Rps12	518	4133
Arhgap4	9867	4130
2900097C17Rik	4917	4116
Grn	2333	4108
Malt1	5008	4103
Bdp1	9921	4099
Hivep1	8753	4099
Rsf1	11129	4099
9930111J21Rik1	3863	4097
Tgfb1	2094	4083
Pyhin1	3497	4082
Bzw1	2833	4081
Ktn1	4485	4079
Spag9	49794	4079
Lbr	3552	4074
Fermt3	2587	4040
Trp53inp1	10822	4040
Atxn2l	3718	4022
Rpl14	935	4016
Ppp1r12a	3403	4014
Luc7l3	3296	4004
Acly	8824	4002
Chst15	4265	3995
Eif4a2	7750	3995
Cdk13	13982	3994
Rps16	615	3986
Zfp36l2	3532	3979
Ddx21	4743	3968
Clta	4458	3954
Rapgef6	31997	3947
Capza1	3187	3937
Traf3	13875	3935
Zfml	10761	3932
Ubtf	9138	3928
Far1	7853	3926
Ccni	2804	3922
Gm17644	3200	3921
Supt6	6201	3921
Scd2	5451	3916
Pkn1	6761	3911
Glcci1	6204	3907
Wasf2	4088	3907
Pkm	4864	3897
Rps18	524	3891
Rpl12	638	3883
Rpl11	594	3881
Sema4b	3946	3875
Qk	16812	3872
Ctss	2713	3870
Sp110	3852	3867
Cdv3	15211	3857
Irf5	4432	3857
Chd9	11517	3855
Mta2	3087	3852
Calm2	1216	3851
Rpl9	725	3851
Nfatc1	27724	3841
Sh3kbp1	13926	3834
Chd6	10549	3823
Elf4	5847	3822
Epb4.1l2	8667	3821
Sfrs18	4545	3817
Lrrk2	8230	3816
Arid4b	11949	3813
Tapbp	5497	3811
Lrba	28098	3800
Irf4	4683	3792
Nfkbid	2010	3787
Hdac7	33483	3786
Nrd1	4155	3782
Btg2	3083	3780
Rcsd1	5250	3766
Stk17b	3278	3766
Arhgap25	5330	3764
Rbbp6	8471	3764
Kif5b	6030	3763
Hnrnpc	13993	3755
Ubap2l	30876	3755
Cd53	2802	3754
Git2	14911	3742
Hnrnpl	2142	3742
Tbc1d1	5432	3737
Fnbp1	20146	3736
Rps26	448	3736
Birc3	2811	3732
Fam65b	12159	3732
Rpl32	504	3732
Sf3b3	4299	3731
Flii	4012	3730
Zfpm1	3386	3719
Nfkb2	9232	3709
Ppp2r5a	3082	3705
Hist1h1d	2977	3704
Zbtb7a	5373	3703
Bclaf1	16209	3702
Sept6	15282	3689
Tnks2	6481	3687
Ebf1	2245	3683
Vcp	3315	3681
Arf1	3790	3679
St3gal1	5784	3678
Thoc2	7619	3678
Tmpo	19823	3677
Lynx1	3952	3669
Srebf2	4570	3669
Gltscr1	5360	3668
Rock2	8012	3667
Safb2	3272	3667
Tcerg1	4409	3656
Itm2b	1772	3647
Cdc42	3654	3644
Il4ra	5094	3644
Matr3	4472	3644
Vav2	3482	3641
Rps17	474	3636
Ankrd44	6140	3634
Gga2	4891	3634
Map4k2	2466	3630
Pdia3	2642	3628
G530011O06Rik	2380	3624
Trp53i11	2662	3620
Pcm1	8381	3618
Prdm2	16718	3614
Tle3	15522	3613
Vmn1r65	2682	3613
Ap3d1	4730	3611
Setd5	6470	3608
Fubp1	6491	3606
Txnip	5599	3604
Ccdc50	13917	3603
Klhl24	6683	3596
Psme1	977	3590
Rnf20	8471	3589
Pds5a	4146	3587
Ctcf	3823	3576
Arap1	19753	3572
Susd1	3295	3565
Elmsan1	14112	3563
Cd52	503	3561
N4bp2	5731	3560
Ddb1	4163	3554
Tpm4	2082	3554
Myo5a	11683	3544
Rpl28	496	3542
Limd1	4853	3540
Smarcc1	5673	3540
Snap29	3432	3534
Add3	17766	3533
Gpcpd1	10795	3531
Prkce	6254	3530
Ahnak	19145	3521
Sla	5434	3521
Prpf40a	3565	3513
Dnajc7	2312	3512
Larp1	6615	3510
Zeb2	9113	3506
Zfp71-rs1	3960	3506
Cct2	1962	3505
Vps13a	11164	3497
Phf3	7561	3495
Ogt	5384	3493
Sec16a	8739	3489
Ylpm1	7034	3486
Zfp207	12240	3483
Nr3c1	6329	3480
Trim28	3242	3478
Mgea5	4797	3476
Hmgn1	1200	3471
Dennd4a	8655	3469
Dcp2	8643	3468
Smc4	4082	3467
Rpl27	734	3466
Abcf1	3150	3465
Cyth1	9474	3464
Dpp4	8922	3464
Zfp592	7292	3464
Cep170	6930	3459
Rpl10a	830	3450
Gns	3855	3444
Trak2	6240	3444
H2-Aa	1069	3442
Dok3	1546	3436
Fam120a	4918	3432
Zcchc6	5551	3431
Glg1	3870	3427
Ccar1	4478	3421
Cpsf6	6534	3416
Eif5	7793	3413
Pi4ka	6431	3411
Top1	3846	3411
Gripap1	2922	3407
Smek1	9149	3407
Med12	8447	3405
U2af2	4392	3397
Pik3r1	12754	3395
Lpgat1	14107	3388
Ifi203	7244	3384
Tnrc18	13852	3383
Xpo1	10050	3383
Ppp1cc	2379	3379
Nfat5	26824	3378
Ap2b1	10776	3377
Rps11	602	3372
Fam168b	15126	3368
Zbtb18	8786	3368
Stat6	3805	3364
Filip1l	7199	3363
Pxk	5647	3363
Arfgef1	7042	3361
Dhx15	5991	3361
Dnm2	13688	3361
Pnn	3469	3361
Ehbp1l1	17401	3359
Chchd10	948	3356
Eif5b	7797	3350
Smap2	2905	3349
Supt5	3511	3347
Atad2b	8102	3346
Rps15	522	3345
Morc3	4179	3340
Slc1a5	2758	3332
Slc44a2	6916	3330
Prkar1a	3323	3324
Srsf3	5626	3324
C1galt1	2065	3321
Setd1b	8858	3320
Gmip	3925	3318
Pold1	3424	3317
Phf14	10800	3302
Ubqln1	7288	3302
Tab2	4278	3299
Ankfy1	8034	3298
Rps14	597	3297
Ifnar1	7013	3294
H2-Q4	1793	3293
Sept7	5058	3292
Cybb	4752	3291
Whsc1l1	13575	3285
Eif3f	1507	3280
Mknk2	3068	3273
Zc3hav1	7180	3272
Arid2	9029	3271
Papola	4508	3267
Sin3a	15300	3252
Txndc5	2617	3244
Clint1	3398	3241
Hnrpdl	2750	3241
Sf3a1	4916	3239
Atm	11964	3235
Dip2b	17041	3233
Fbxo11	4013	3233
Blk	2475	3228
Ccdc88c	6292	3228
Mybbp1a	4117	3228
Cyth4	2791	3226
Mllt6	7271	3224
Sash3	2584	3224
Ppp1r15b	5588	3207
Epn1	4959	3205
Clk1	6657	3196
Msl1	4340	3196
Cbl	5083	3193
Eif4a1	3749	3193
Tardbp	39147	3192
Fam49b	3800	3190
Rpl15	1841	3185
Tnrc6c	8726	3184
G3bp1	2685	3183
Nucks1	12189	3182
Ttyh3	4658	3177
Clec2d	1214	3173
Erp29	1243	3169
Snord15a	148	3168
Tra2b	2135	3167
Rpl36a	489	3163
Fnbp4	4690	3162
Sh3bgrl3	707	3162
Nin	16383	3161
Rpl22	2040	3161
Tm9sf3	6144	3160
Il16	4989	3159
Rpl37	867	3159
Skil	20603	3158
Fchsd2	8750	3145
Ahctf1	8831	3144
Slc38a1	22077	3144
Anp32a	2089	3143
Gm15800	15482	3141
Cd93	6638	3138
D4Wsu53e	1415	3135
Med13l	9295	3133
Jhdm1d	9553	3130
Rsrc2	8674	3129
Ogdh	33277	3123
Stk24	2574	3123
Zfc3h1	6956	3123
Hdlbp	6238	3120
Bcl7a	3809	3117
Cotl1	1639	3109
Pcnt	9530	3109
Kdm4a	7992	3101
Smarcd2	5144	3101
Blnk	2097	3099
Clasp1	23049	3096
Tmod3	3590	3092
Mtmr3	5674	3088
Rbm33	9501	3088
Mlxip	9505	3086
Map4k4	22525	3081
Mapk1	7031	3077
Usp25	4413	3077
Taok3	12913	3076
Capzb	6761	3071
Creb1	25057	3070
Eif2c2	8031	3068
Dyrk1a	11771	3067
Man2a1	6078	3065
Ik	1996	3058
Ythdc1	3034	3056
Anp32e	9375	3050
Marf1	7765	3050
Msl2	4923	3047
Ehd1	3182	3046
Rps19	629	3046
Gnb1	9374	3045
Cd164	2830	3041
Arcn1	3454	3040
Zfp706	4417	3037
Srrt	9018	3036
Dicer1	9851	3032
Cnn3	2003	3030
Lrrfip1	8617	3030
Rps10	573	3022
Pou2f1	51912	3021
Gcn1l1	8546	3018
Arglu1	1712	3014
Ubl3	2667	3011
Napsa	1479	3009
Ctnnb1	7046	3004
Hnrnpa0	2678	3003
Dennd1b	16276	3002
Gtf3c1	6869	3001
Rassf4	6344	3001
Adar	17660	3000
Cd180	2326	2994
Rap1b	1937	2994
Sltm	7260	2993
Calm3	2208	2991
Srpk3	1963	2988
Smg7	17387	2983
Snx30	7507	2980
Acap1	2482	2976
Ubr3	16153	2976
Ube2d3	2619	2974
Topbp1	5111	2970
Sh3bp5	2473	2969
Rlim	7435	2966
Dusp2	1618	2965
Adnp	4903	2964
Zzef1	11150	2964
Smarca5	4638	2963
U2surp	15340	2961
Dnajc13	7697	2956
Gna13	6197	2956
Ncor2	25588	2956
Marcks	4186	2955
Srsf6	3546	2951
Tbl1xr1	8127	2951
Cbfa2t3	22910	2950
Tor1aip1	12152	2945
Tnrc6a	8479	2944
Ftsjd2	3754	2943
Ctsz	1393	2939
Pan3	4628	2936
Cbx5	26505	2934
Srsf2	1903	2931
Pa2g4	2432	2924
Cdk12	20157	2923
Smc6	5603	2923
Ubb	1165	2923
Phf2	5260	2921
Myo9b	21541	2917
Ptpn1	4213	2914
Vpreb3	602	2912
Ctbp1	9536	2906
Pum1	25717	2906
Sp3	8259	2905
Tlk1	4031	2905
Fam178a	6880	2899
Kidins220	7402	2895
Ier5	3270	2893
Aff4	10165	2886
Pag1	16447	2883
Tcf25	8330	2883
P4hb	2538	2882
R3hdm2	12489	2882
Ddx58	4943	2880
Heatr6	5673	2880
Kansl1	5510	2876
Plcl2	4051	2876
Csnk1a1	2013	2875
Gltscr2	1557	2874
Pds5b	7309	2874
Limd2	2950	2869
Cnn2	1782	2868
Srsf11	9257	2867
Dpp8	4764	2866
Upf1	9199	2865
Aim1	7416	2864
Sdha	2859	2863
Eps15	9415	2862
Coro1b	1844	2861
Rnase6	1071	2861
Otud4	14651	2857
Nktr	7015	2850
Nup153	6021	2849
Ran	2288	2849
Heg1	4780	2844
Nfkbie	2421	2843
Actn4	3811	2836
Nufip2	10399	2836
Serinc5	5318	2836
Bms1	4288	2835
Aldh2	2207	2828
Arpc1b	1551	2826
Jakmip1	2382	2826
Eif3b	2966	2825
Ppp2ca	1930	2820
Eif3h	1228	2818
Rps15a	5134	2817
Whsc1	21625	2817
Akap8	3695	2816
Picalm	24501	2814
Zfp36	1765	2814
Vasp	2251	2811
Pak2	4099	2808
Arfgef2	8776	2806
Psd4	4683	2806
Ehd4	3387	2805
Zfp148	9431	2805
Dusp6	2797	2804
Adam10	4589	2802
Dusp10	2712	2799
Rnf111	4880	2797
Mier1	9403	2795
Sfi1	4025	2795
Dgkz	7584	2793
Ddx23	2814	2789
2810407C02Rik	3546	2788
Cd2ap	5399	2788
H2afy	7824	2781
Fli1	3087	2779
H2-Eb1	1669	2774
Cabin1	7460	2767
Ttc7	4615	2763
Osbpl8	14267	2762
Zc3h4	6051	2761
Pcbp1	1669	2760
Cdc5l	2991	2756
Gm608	12606	2748
Celf2	65102	2747
Clic1	1159	2747
Glyr1	6686	2746
Hspa9	3042	2740
Glt25d1	3181	2739
Med1	15722	2737
Smg6	5799	2732
Sept1	1453	2731
Psme4	6442	2730
Zc3h13	6151	2727
Eif2ak3	4496	2724
Rgs2	3009	2722
Mtdh	3680	2720
Irf2bp2	4530	2715
Cenpf	11122	2710
Tmf1	6781	2707
Cyld	40018	2706
Grb2	2610	2705
Rbm6	7705	2703
Dhx16	3390	2702
Cep250	31789	2701
Eif2c1	7064	2699
S1pr1	3029	2694
Gigyf2	11437	2692
Tnfaip3	8757	2692
Arpc5	1897	2689
Rbm27	6264	2689
Ubr2	15298	2689
Mast3	5334	2688
Tmem131	6548	2688
Ppp6r3	14498	2687
Fam63b	8081	2682
Abt1	4456	2679
Anapc5	5477	2678
C2cd3	7811	2678
Celf1	25095	2677
Zc3h11a	4395	2675
Eif2ak2	4326	2673
Stxbp2	2703	2673
Cul3	2764	2672
Fgfr1op2	2828	2668
Was	2094	2667
Zfp871	10850	2661
Ubxn7	10318	2659
Fip1l1	9003	2658
Leng8	5094	2658
Myl6	614	2658
D14Abb1e	14878	2657
Trim25	5563	2657
Adcy7	24060	2654
Ubn2	14669	2652
Crebrf	7453	2648
Fus	1844	2646
Man2b1	4325	2646
Nsa2	2686	2645
Ap2m1	2057	2643
Xrn2	3367	2640
Rpl36	407	2638
Brd8	4677	2631
Ckap5	13091	2630
Synrg	11105	2630
Mapre1	7327	2629
Rreb1	46572	2628
Rrp1	2008	2627
Fam111a	3199	2625
Rnf10	3112	2620
Golga4	7532	2611
Dcaf7	5749	2607
Specc1l	12353	2605
Kdm5c	6267	2603
Atf6	7463	2597
Hyou1	4432	2597
Neat1	3177	2595
Camk2d	12782	2587
Pecam1	6553	2587
Rps5	740	2587
Taf1	8060	2587
Rrbp1	7867	2583
Mrfap1	1630	2578
Rfc1	4720	2578
Zfp236	9473	2568
Gas7	13980	2566
Lrp10	3012	2566
Ppig	6297	2559
Il21r	2607	2553
Gpd1l	4393	2552
Olfr613	5137	2552
Rsbn1l	5554	2552
Fkbp15	4342	2550
Zfp646	6310	2550
Pik3cg	20135	2549
Arpc5l	1271	2548
Cobll1	9973	2548
Mctp2	5789	2546
Olfr856-ps1	1642	2540
Eprs	4850	2539
Bag6	11230	2534
Smarce1	2918	2534
Pdcd6ip	17877	2530
Zfp318	11737	2530
Anapc1	8967	2529
Ttpal	9043	2525
Iws1	9623	2522
Snrnp70	1639	2520
Gpatch8	6829	2514
Fam3c	2739	2513
Tbc1d10c	1759	2513
Uvrag	3438	2507
Syne1	22674	2502
H2-Ob	2670	2500
Mdm4	3490	2500
A630001G21Rik	1936	2499
Mbd2	1850	2498
Hnrnpr	2675	2493
Ankrd12	8991	2491
Pitpna	3716	2491
Arf3	3481	2490
Rps28	327	2488
Arl5a	5212	2486
Gpbp1	7188	2486
Pdzd8	7076	2483
Hist1h1a	747	2482
Cpsf2	5315	2479
Wtap	11937	2479
Smek2	5108	2478
Ppp1cb	4024	2476
G3bp2	21355	2471
Phrf1	5374	2469
Ssb	4149	2469
Foxk1	7446	2457
Zmiz1	7525	2455
Nr2c2	7620	2454
Atp8a1	16303	2453
Ddx39b	3390	2453
Tcf12	21475	2452
Tmem229b	7521	2448
Setd1a	5931	2443
Gpi1	2856	2441
Arid4a	5780	2440
Irf2	2484	2440
Slc38a2	4628	2440
Ttc14	20502	2438
Dot1l	5694	2437
Xiap	6550	2437
Mndal	1908	2435
Brd1	5137	2434
Akt1	5330	2433
Gak	4453	2432
Bcar3	3300	2431
Ehmt2	7765	2429
Hook3	12836	2429
Rdx	10555	2428
Ncoa2	16219	2427
Pot1b	3499	2426
Safb	3183	2426
Mgat1	11373	2420
Zfp217	11355	2419
Rel	2584	2416
Man1a2	7943	2415
Pabpn1	1793	2413
Trib2	4198	2413
