geneid	length	nreads
Atad2	5683	5890
Mta2	3087	5890
Susd1	3295	5887
Dido1	18041	5886
Safb	3183	5870
Brd1	5137	5868
Arhgdia	2732	5865
Clta	4458	5863
Sept7	5058	5862
Kdm5a	10969	5860
Cpsf6	6534	5857
Cnot2	11940	5850
Jakmip1	2382	5840
Dhx15	5991	5828
Ptk2b	11794	5824
Trim28	3242	5811
Ik	1996	5803
Smc6	5603	5790
Pik3r1	12754	5783
Supt5	3511	5783
Atad2b	8102	5772
Snrnp70	1639	5771
Usp24	10601	5757
Naca	8152	5746
Apc	12449	5723
Ylpm1	7034	5722
Ubr2	15298	5713
Eif4b	3854	5711
Sp3	8259	5695
Tmem123	2870	5691
Atxn2l	3718	5689
Sfrs18	4545	5678
Eef1b2	1933	5662
Tet3	10906	5660
Ythdc1	3034	5657
Maz	2371	5656
Pcnt	9530	5656
Rpl23	1062	5656
Ktn1	4485	5652
Ankrd17	19379	5650
Mtor	8595	5639
Pde2a	20708	5639
Dok3	1546	5630
Rabgap1l	9711	5626
Tacc1	14166	5623
Dusp11	6434	5616
Mcm3	2886	5610
Sec63	6032	5605
Ddb1	4163	5580
Actr2	3669	5561
Rbm3	6700	5547
Uggt1	9029	5547
Chd6	10549	5546
Lnpep	5181	5546
Phf14	10800	5535
Vmn1r58	2680	5532
Setd5	6470	5496
Lsp1	11254	5490
Matr3	4472	5483
Eif2ak3	4496	5477
Jak1	5299	5476
Rbm6	7705	5473
Rps5	740	5466
Rrm2b	4512	5466
Snx30	7507	5466
Man2a1	6078	5460
Taok1	12409	5452
Rgs2	3009	5442
Bdp1	9921	5429
Zfp277	4530	5427
Ube2h	13361	5421
Snora21	128	5418
Ppp1r18	8526	5416
Gpam	3828	5412
Cd74	2638	5408
Hist1h4c	312	5392
Usp9x	11902	5391
Pkig	5389	5385
Cep170	6930	5370
Creb1	25057	5364
Sf3b3	4299	5361
Prex1	6530	5347
Smarcd2	5144	5340
Foxm1	4365	5338
Rrm1	3997	5338
Rps17	474	5333
Qk	16812	5327
Bcl2l1	2371	5324
Sh3kbp1	13926	5317
Brd8	4677	5314
Papola	4508	5312
Far1	7853	5310
Vcp	3315	5309
Kif15	4823	5304
Ptbp1	5788	5303
Hnrpdl	2750	5292
Tnks2	6481	5285
Rbm17	1534	5281
Hnrnpc	13993	5265
Purb	8478	5264
Zc3h13	6151	5261
Cbfa2t3	22910	5258
Rnf20	8471	5254
Fip1l1	9003	5235
Man2a2	6554	5235
Clspn	4982	5229
Smarca5	4638	5226
Rpl12	638	5223
Srsf3	5626	5193
Ppp1cb	4024	5192
Fam120a	4918	5191
Rreb1	46572	5185
Smek1	9149	5180
Irf2bp2	4530	5169
Akt1	5330	5165
Mbd2	1850	5160
Nusap1	5821	5140
Jarid2	17383	5136
Glg1	3870	5130
Marf1	7765	5129
Med13l	9295	5124
Ino80d	26967	5120
Eif5a	12029	5115
R3hdm2	12489	5115
Zfml	10761	5114
Srsf11	9257	5111
Usp1	3567	5101
Zfp207	12240	5078
Cct2	1962	5076
Swap70	4035	5068
Gm15800	15482	5065
N4bp2	5731	5065
Msl1	4340	5063
Kif23	3425	5056
Dnm2	13688	5042
Rpl10	795	5042
Celf2	65102	5027
Herpud1	1871	5011
Eif2c2	8031	5001
Hist1h3d	411	5000
Tram1	2888	4995
Arf1	3790	4989
Arl5c	1561	4986
Sema4b	3946	4986
Rsf1	11129	4985
1700021K19Rik	10641	4978
Apobec3	4819	4974
Itm2b	1772	4964
Rdx	10555	4950
Sp1	7818	4947
Tab2	4278	4946
Nrd1	4155	4945
Dgkz	7584	4943
Ccdc88c	6292	4933
Fam63b	8081	4931
Prr14l	10546	4929
Hip1r	4392	4926
Pkn1	6761	4925
Hist1h3f	1003	4920
Rpl11	594	4918
2610507B11Rik	7443	4903
Hspa4	4640	4894
Ubap2l	30876	4886
Arhgef18	5300	4874
Rpl27a	1112	4874
Rcsd1	5250	4869
Zc3h11a	4395	4865
Mylip	2983	4859
Srsf2	1903	4847
Uba1	16374	4846
Stag1	6010	4844
Tmem131	6548	4844
Dnajb6	7115	4843
Rapgef1	18321	4842
Hist1h2ab	506	4840
Arid4b	11949	4834
Cd37	1226	4824
Mapk1	7031	4824
Blnk	2097	4823
Ubqln1	7288	4823
Csnk1a1	2013	4820
Dock11	6665	4813
Ogt	5384	4813
Il17ra	3970	4811
Casc5	6525	4805
Rpl14	935	4802
Prkcd	2775	4796
Mga	27235	4795
U2surp	15340	4790
Clk1	6657	4789
Suz12	8677	4781
Ppp2ca	1930	4774
Vav1	12315	4769
Ncoa2	16219	4768
Trak1	4885	4759
Ubtf	9138	4734
Mlec	5952	4730
Rhoh	4960	4727
Srsf6	3546	4720
Tfrc	4914	4717
Ssb	4149	4709
Rpl7a	864	4708
Rif1	8502	4704
Capza1	3187	4687
Cdk13	13982	4682
Ttyh3	4658	4672
Taf1	8060	4661
Synj2bp	10398	4658
Ubxn7	10318	4656
Arid3a	5326	4652
Cmah	19124	4650
Eif5b	7797	4647
St6gal1	12729	4643
Cxcr4	1814	4640
Hdac7	33483	4633
Zfp36l2	3532	4618
Fubp1	6491	4614
Fcho1	6559	4611
Dazap2	1822	4602
Prkar1a	3323	4601
Hspa2	5089	4594
Adnp	4903	4589
Golga4	7532	4587
Ddx54	3931	4586
Sltm	7260	4585
Zfp710	13528	4585
Pabpn1	1793	4577
Smg6	5799	4576
Tra2b	2135	4575
Ano6	11359	4573
Mrfap1	1630	4573
Hdac5	7593	4551
Ppp1r16b	12762	4549
Gm608	12606	4542
Tnrc6c	8726	4537
Ppp1r15b	5588	4527
Gpatch8	6829	4523
Pds5b	7309	4522
Kansl1	5510	4521
Yy1	2324	4520
Chst15	4265	4515
Snora81	164	4514
Zbed4	5374	4502
Rbm38	1774	4499
Erp29	1243	4496
Atp13a2	8580	4494
Fbxo11	4013	4494
Slc38a2	4628	4492
Celf1	25095	4488
Cdc42	3654	4487
St8sia4	6807	4478
Dhx16	3390	4472
Fnbp4	4690	4468
Ptp4a2	6795	4465
Fgfr1op2	2828	4458
Hist3h2a	1990	4458
Hmgn1	1200	4457
Add1	11918	4453
Hcls1	2018	4452
Eps8	21748	4442
Hist1h2bj	381	4439
Sun2	11325	4429
Spag9	49794	4422
U2af2	4392	4419
Cbx1	1274	4418
2900097C17Rik	4917	4413
E2f8	3691	4410
Zfp871	10850	4407
2310036O22Rik	892	4398
Eif4a1	3749	4388
Nup50	4749	4385
C2cd3	7811	4375
Ube2s	988	4371
Cd97	12307	4370
Kif20b	5563	4364
Slbp	1631	4353
Fam168b	15126	4351
Msl2	4923	4317
Odf2	14832	4311
Rlim	7435	4302
Azin1	9896	4298
Gpcpd1	10795	4288
Hp1bp3	9785	4288
Mcm6	2901	4286
Ran	2288	4278
Pafah1b3	870	4277
Rps27a	1547	4272
Sf3a1	4916	4266
Hnrnpr	2675	4264
Ncapg2	6604	4264
Acly	8824	4261
Whsc1l1	13575	4261
Xpo1	10050	4257
Zfp608	6112	4254
Supt6	6201	4249
Eif4a2	7750	4248
Hvcn1	5423	4247
Zfr	4597	4246
Pdcd4	6554	4242
Zbtb18	8786	4239
Hspa5	5150	4235
Myo18a	7304	4235
Phrf1	5374	4232
Arid4a	5780	4218
Rab43	8913	4198
Mdc1	7352	4195
4930523C07Rik	5868	4191
Rtf1	4664	4189
Helz	6218	4187
Ccni	2804	4183
Ppig	6297	4183
Kdm5c	6267	4180
Atp8a1	16303	4179
Flii	4012	4179
Rbm27	6264	4178
Cdk12	20157	4174
Gltscr2	1557	4171
Sin3a	15300	4165
D4Wsu53e	1415	4160
Gpbp1	7188	4154
Elf4	5847	4153
Cbfb	11346	4132
Snap29	3432	4129
Mid1	7784	4125
Sp100	2158	4124
Tle3	15522	4124
Prc1	3011	4120
Dnaja1	16680	4119
Pcbp1	1669	4118
Srsf10	6116	4118
Eef1g	1565	4116
Ddx23	2814	4113
Zfp592	7292	4109
Clasp1	23049	4108
Eif3h	1228	4107
Ncapd3	5503	4106
Ppm1g	2165	4096
Cdk19	11482	4088
Hist1h2bg	615	4085
Mapre1	7327	4078
Usp25	4413	4076
Cbx3	1803	4074
Ap3d1	4730	4073
Mcm7	2396	4071
Vps54	4712	4068
Fmr1	4393	4064
Mier1	9403	4063
Wac	15127	4057
Eif3b	2966	4054
Upf1	9199	4047
Setd1a	5931	4044
Ubxn1	1033	4041
Tmed2	1975	4033
Zc3h18	7536	4031
Zfc3h1	6956	4024
Nin	16383	4021
Pcna	1260	4018
Jun	3187	4016
Nr2c2	7620	4015
Ppp6r3	14498	4011
Rangap1	5956	4011
Tbl1xr1	8127	4009
Pou2f1	51912	4006
Otud4	14651	4000
Psme1	977	3998
Ftl1	970	3990
Bms1	4288	3988
Stk24	2574	3986
Ncor2	25588	3981
Picalm	24501	3980
Rpl18	679	3977
Cct5	1769	3972
Ube2d3	2619	3971
Pum1	25717	3970
Rnf10	3112	3968
Epn1	4959	3960
Foxp4	12000	3960
Mprip	17502	3957
Ints1	7113	3954
Pecam1	6553	3953
Lig1	9437	3951
Gigyf2	11437	3949
Rfx7	8000	3943
Atp11b	4864	3938
Dock10	7303	3936
Nfyb	2552	3936
Cdc5l	2991	3935
Atp13a3	14528	3934
Lmo4	4670	3932
Sec11c	770	3930
Rfwd2	5056	3928
Pnrc1	1925	3913
Dip2b	17041	3912
Tgfb1	2094	3910
Slc25a51	4437	3907
Kpna2	2038	3901
Grk6	8091	3896
Wtap	11937	3896
Fli1	3087	3891
Il2ra	4428	3883
Arcn1	3454	3864
Ctbp1	9536	3864
Arpc5	1897	3860
Rpl32	504	3853
Zcchc6	5551	3852
Racgap1	8926	3848
Cblb	6322	3844
Prdm2	16718	3841
Dennd5b	9833	3834
Pip5k1c	8480	3828
Dcaf8	3743	3821
Rps15	522	3821
Sept11	5008	3817
Mtmr3	5674	3812
Tnrc6a	8479	3811
Trim44	5612	3809
Fus	1844	3806
Morc3	4179	3801
Gtf3c1	6869	3794
P4hb	2538	3790
Slc16a1	4426	3789
Ctnnb1	7046	3781
Pi4ka	6431	3780
Camk2d	12782	3779
Pan3	4628	3778
Nfya	7335	3762
Pik3cg	20135	3761
Spin1	5200	3759
Atf4	1725	3755
Birc3	2811	3749
Rnf111	4880	3740
Eif5	7793	3734
Txndc11	4197	3729
Kidins220	7402	3719
Lbh	3068	3717
Arpc2	1597	3716
Fam193a	5541	3712
E2f4	1993	3709
Ap2m1	2057	3705
Plec	225028	3705
Clec2d	1214	3703
Sik1	4509	3697
Snx5	4927	3696
Tlk1	4031	3695
Zfp646	6310	3695
Sart1	5091	3694
Tcof1	9150	3683
Gm1821	703	3681
Rc3h1	11011	3678
Pdcd6ip	17877	3676
Gigyf1	5438	3674
Heg1	4780	3674
Hist1h2be	4986	3672
Parp14	7251	3671
Ddx39b	3390	3670
Phf12	4392	3666
Rrp1	2008	3666
Rpl22	2040	3660
Ctdsp2	8959	3658
5031439G07Rik	5032	3656
Mtdh	3680	3655
Asxl2	17922	3654
Nktr	7015	3652
Bag6	11230	3651
Ankrd44	6140	3642
Ppp4r2	3641	3642
Iws1	9623	3628
Ubn1	6455	3625
Cmip	8879	3621
Akap8	3695	3619
Rapgef6	31997	3619
Taok2	10234	3616
Sash3	2584	3615
Nudt4	3231	3613
Dcp2	8643	3611
Dot1l	5694	3611
Sept6	15282	3611
Mctp2	5789	3606
Gak	4453	3605
Sdha	2859	3605
Osbpl9	9599	3599
Cd22	8069	3590
Lrrfip1	8617	3588
Hist1h3e	411	3584
Ankfy1	8034	3580
Hist1h2af	393	3578
Clic1	1159	3575
Prkce	6254	3575
Tmem106b	6082	3571
Ubn2	14669	3571
Anapc1	8967	3568
Nuf2	2405	3566
Srsf7	11804	3566
Hist1h2bm	381	3560
Cherp	3800	3559
Rps2	999	3558
Dnajc13	7697	3556
Trim25	5563	3552
Nek2	3197	3550
Scaf8	4873	3549
D14Abb1e	14878	3546
Zfp148	9431	3542
Usp8	8387	3541
Pml	10616	3532
Arhgdib	1100	3529
Nasp	5205	3522
Snw1	2257	3522
Glyr1	6686	3517
Zzef1	11150	3515
Pgls	883	3512
Reln	11698	3512
1110037F02Rik	7115	3506
Rbl1	7264	3497
Pold1	3424	3494
Usp19	23481	3494
Med1	15722	3489
Hist4h4	2879	3488
Pom121	5581	3477
Eif3f	1507	3475
Rasa3	4118	3474
Tnpo1	10776	3468
Ttc14	20502	3467
Ddx21	4743	3465
Trim11	2252	3460
Cul3	2764	3459
Vps13a	11164	3458
Smek2	5108	3455
Ehbp1l1	17401	3449
Dnajc8	1392	3448
Gna13	6197	3447
Cit	6896	3446
Arntl	5523	3442
Aff4	10165	3439
Hmmr	3914	3439
Ap2b1	10776	3435
Phf20l1	6670	3434
Ogdh	33277	3429
Ubr3	16153	3429
Prkd3	16854	3427
Mdm4	3490	3425
Cd44	29904	3424
Pak2	4099	3421
Ncaph2	13253	3417
Zfp488	4301	3411
Scaf4	4181	3408
Crebrf	7453	3407
Zbtb7a	5373	3407
Nnt	8140	3406
Rev3l	10665	3401
Cbl	5083	3397
Blk	2475	3387
Zfp236	9473	3386
Cep128	4807	3382
Tor1aip1	12152	3382
Larp1	6615	3378
Peli1	3485	3375
Atp5h	574	3373
Gfod1	6654	3372
Kdm1b	4987	3372
Mbtps1	8599	3372
Brd7	2370	3371
Hist1h2bk	381	3369
A230046K03Rik	5858	3365
H13	16199	3359
Plekhf2	2920	3356
Dicer1	9851	3351
Hn1	1358	3348
Eif3g	1068	3347
Aldh2	2207	3341
Suds3	4751	3340
H2-Q4	1793	3339
Ywhaq	2110	3335
Strap	2644	3334
Suv420h1	33890	3333
Rfwd3	4443	3331
Pa2g4	2432	3328
Mcm5	3422	3327
Ly6d	691	3326
Gdi1	2657	3323
Diap1	4377	3321
Notch1	9489	3321
Ube2i	8297	3318
Nfat5	26824	3312
2810407C02Rik	3546	3308
Tbc1d10b	3613	3306
Kdm4a	7992	3300
Rac1	2269	3298
Smg7	17387	3295
Nufip2	10399	3294
Eif1	1211	3292
Paip2	1424	3292
Leng8	5094	3291
Ppp1r9b	4330	3291
Ptpra	7110	3290
Kif20a	10629	3289
Pim1	1753	3288
Dnajc21	2053	3284
Rps11	602	3284
Elf2	2676	3282
Slu7	7385	3280
Arpc4	6463	3278
Tgfbr2	9501	3276
Ube4b	5508	3275
Pdzd8	7076	3270
Atp2a2	14542	3266
Larp4b	4688	3266
Scd2	5451	3265
Sumo2	998	3262
Rb1cc1	7046	3260
