geneid	length	nreads
Cbfa2t3	22910	9405
Trim28	3242	9385
Hist2h4	348	9380
Ankhd1	8231	9374
Pcbp2	11196	9371
Irf2bp2	4530	9366
Fam63b	8081	9355
Fth1	2453	9341
Esyt1	3685	9307
Rbbp6	8471	9298
Rabgap1l	9711	9273
Calm3	2208	9226
Usp9x	11902	9211
Cnot2	11940	9198
Lbr	3552	9197
Safb2	3272	9171
Brd3	15982	9168
Lsp1	11254	9127
Pax5	1208	9124
Khsrp	3999	9119
Sema4b	3946	9094
Clta	4458	9086
Mtpn	4042	9078
Thoc2	7619	9068
Strbp	16348	9043
Actr2	3669	9022
Purb	8478	9003
Tet3	10906	9000
Dpp8	4764	8945
Kpnb1	5909	8940
4930470H14Rik	1734	8935
Hnrnpl	2142	8912
Tax1bp1	3284	8904
Ssrp1	5587	8883
Ftl1	970	8880
Fbxo11	4013	8879
Klhl6	2405	8875
Rab43	8913	8852
Jakmip1	2382	8843
Herc2	15346	8841
H2afz	957	8824
Lgals9	3079	8815
Bclaf1	16209	8811
Abcf1	3150	8805
Tacc1	14166	8804
Ubr5	19562	8795
Ralgps2	41634	8776
Dyrk1a	11771	8769
Apc	12449	8766
Ano6	11359	8754
Ankrd17	19379	8750
Ddx46	5673	8735
Foxp4	12000	8728
Hist1h4h	478	8724
Lnpep	5181	8718
Anapc5	5477	8707
Matr3	4472	8697
Whsc1	21625	8686
Brwd1	18378	8685
Man2a1	6078	8679
Cxcr4	1814	8669
Bzw1	2833	8659
Ankrd13a	3252	8651
Uba1	16374	8648
Golgb1	11025	8644
Gramd4	8427	8644
Phf3	7561	8641
Tnks2	6481	8639
Supt5	3511	8635
Arf6	3731	8627
Zc3h4	6051	8627
Zfp706	4417	8619
Ddx54	3931	8596
Taok1	12409	8588
Far1	7853	8585
Copa	4629	8584
Kansl1	5510	8580
Qk	16812	8564
Mast4	10670	8557
Rpl12	638	8522
Rac2	3036	8485
Mta2	3087	8472
Rai1	14473	8459
Tgfbr2	9501	8457
Tpm4	2082	8451
Kdm5a	10969	8434
Atad2b	8102	8425
Cmip	8879	8414
Ubr2	15298	8411
Nap1l1	5453	8390
Rbm33	9501	8389
Elf4	5847	8362
Pcm1	8381	8352
Ywhah	1764	8348
Mctp2	5789	8344
Rsrc2	8674	8338
Ccdc88c	6292	8328
Tram1	2888	8320
Ly6d	691	8318
Mprip	17502	8318
Rgs2	3009	8306
Ythdc1	3034	8301
Bod1l	10539	8299
Rbbp4	4407	8293
Txnip	5599	8286
Pdcd4	6554	8281
Dnm2	13688	8276
Tmem106b	6082	8276
Pnn	3469	8253
Myl4	883	8251
Ptprj	11835	8232
Lcp1	7748	8222
Irf8	2827	8217
Ik	1996	8216
Git2	14911	8204
Creb1	25057	8202
Flna	8347	8200
Cct2	1962	8199
Sp1	7818	8138
Birc3	2811	8106
Prpf40a	3565	8098
H2afx	1359	8095
Usp24	10601	8072
Marf1	7765	8059
Csnk1a1	2013	8042
Hnrnpc	13993	8029
Ppp1r18	8526	8029
Eef1b2	1933	8017
Snrnp70	1639	8012
Arhgdia	2732	8010
Il17ra	3970	8008
Smarcc2	14214	8006
Itm2b	1772	7988
Ppp1ca	1363	7983
Sfrs18	4545	7982
Smek1	9149	7976
St6gal1	12729	7974
Atxn2l	3718	7961
Srsf1	10924	7942
Kctd12	6057	7939
Papola	4508	7937
R3hdm2	12489	7935
Dido1	18041	7919
Tcerg1	4409	7857
Incenp	3217	7844
Atp13a2	8580	7842
Hexim1	3400	7835
Rplp2	441	7835
Naca	8152	7820
Rpl11	594	7817
Dusp11	6434	7815
Hcls1	2018	7813
Tmsb4x	670	7798
Add1	11918	7793
Sept7	5058	7785
Eif4b	3854	7751
Eps8	21748	7748
Ubap2l	30876	7748
Arid4b	11949	7747
4932438A13Rik	15883	7732
Srsf11	9257	7729
Wbp7	8457	7706
St8sia4	6807	7703
Ddx23	2814	7698
Nucks1	12189	7693
Ttyh3	4658	7659
Cdc25b	6134	7653
Cdc42	3654	7649
Rpl23	1062	7649
Glg1	3870	7647
Kidins220	7402	7640
Ddb1	4163	7637
Limd2	2950	7634
Cd37	1226	7626
Slc1a5	2758	7622
Rcsd1	5250	7598
Fgfr1op2	2828	7578
Pafah1b3	870	7572
Vps13d	44688	7552
Pkn1	6761	7549
Safb	3183	7547
Rpl27a	1112	7537
Hspa5	5150	7536
Uggt1	9029	7507
Eif2c2	8031	7498
Rnf20	8471	7457
Notch2	10506	7453
Map4k4	22525	7442
Dazap2	1822	7421
Arhgef18	5300	7419
Cdk13	13982	7419
Mapk1	7031	7417
Erp29	1243	7412
Tnrc6c	8726	7408
Sash3	2584	7373
Rpl10	795	7367
Fip1l1	9003	7366
Akt1	5330	7364
Rps17	474	7362
Arf1	3790	7352
Osbpl8	14267	7350
Ppp1r16b	12762	7350
Dhx15	5991	7338
Srsf4	2254	7320
Rhoh	4960	7312
Rbm6	7705	7311
Ccnd3	6170	7307
Prdm2	16718	7278
Fgd6	8044	7260
Chd6	10549	7241
Txndc11	4197	7225
Hist1h1b	672	7221
Ubxn7	10318	7217
Tab2	4278	7214
Hmgn5	1907	7211
Sf3b3	4299	7208
Pabpn1	1793	7196
Tle3	15522	7196
Fam120a	4918	7183
Nfkbia	1579	7173
Zfp207	12240	7155
Ptp4a2	6795	7153
Vav1	12315	7148
Rps27a	1547	7131
Zc3h11a	4395	7130
Jarid2	17383	7129
Rapgef6	31997	7128
Fli1	3087	7122
Rasgrp1	5105	7111
Epb4.1l2	8667	7109
Tardbp	39147	7099
Setd5	6470	7095
Rbm3	6700	7085
Pip5k1c	8480	7082
Dgkz	7584	7079
Zbtb18	8786	7079
Tubb4b	1600	7078
Susd1	3295	7064
Ogt	5384	7043
Nnt	8140	7039
Sltm	7260	7021
Zfp36l2	3532	7020
Ino80d	26967	7018
Ubtf	9138	7012
Ppp2ca	1930	7005
Pecam1	6553	7002
Slc38a2	4628	7001
Mbd2	1850	6977
Crebrf	7453	6959
Psme1	977	6957
Herc1	15229	6952
Rbm38	1774	6948
Adnp	4903	6921
Dnajb6	7115	6911
Ppp1cb	4024	6884
2610507B11Rik	7443	6870
Rpl7a	864	6870
Cmah	19124	6865
Zcchc6	5551	6858
Clec2d	1214	6840
Pum1	25717	6839
Atf4	1725	6837
Ppp1cc	2379	6830
Ssb	4149	6828
Eif5	7793	6820
Spin1	5200	6820
Mga	27235	6809
Ctnnb1	7046	6807
Pcnt	9530	6792
Smarcd2	5144	6786
Ylpm1	7034	6777
Cpsf6	6534	6769
Jun	3187	6757
Eif5a	12029	6750
Zc3h13	6151	6749
Prex1	6530	6742
Rrp1	2008	6735
Wipf1	4397	6732
Srrt	9018	6727
Ncoa3	7531	6720
Eif4a2	7750	6714
Arpc5	1897	6706
Col5a3	6086	6704
Sin3a	15300	6704
Arhgap21	13914	6703
Sec11c	770	6702
Med13l	9295	6700
Ddx21	4743	6693
Ppp1r15b	5588	6693
Celf2	65102	6682
Srsf6	3546	6682
Lmo4	4670	6662
Gpbp1	7188	6648
Zfp592	7292	6647
Smarca5	4638	6626
Bdp1	9921	6620
Rsf1	11129	6618
Hspa4	4640	6617
Gpcpd1	10795	6599
Acly	8824	6589
Rtf1	4664	6580
Mrfap1	1630	6579
Msl2	4923	6573
Gm608	12606	6565
2310036O22Rik	892	6556
Msl1	4340	6552
Zfml	10761	6550
Anp32a	2089	6549
2900097C17Rik	4917	6541
Upf1	9199	6540
Sp3	8259	6536
Nrd1	4155	6533
Eif1	1211	6524
Yy1	2324	6523
Pkig	5389	6515
Bag6	11230	6512
Picalm	24501	6505
Tmem164	12405	6505
Rreb1	46572	6496
Tgfb1	2094	6496
Eef1g	1565	6489
Etnk1	6433	6483
Stk24	2574	6483
Rps5	740	6480
Ifi203	7244	6478
Tmem131	6548	6478
Smc2	5321	6471
Kdm5c	6267	6467
Trak1	4885	6459
Maz	2371	6432
Oxr1	19759	6421
Wac	15127	6419
Zfr	4597	6419
Polm	2925	6417
Prr14l	10546	6415
Hp1bp3	9785	6407
Rnf111	4880	6402
Gltscr2	1557	6400
Sept11	5008	6400
Prkar1a	3323	6395
Pan3	4628	6393
Vps54	4712	6389
Snap29	3432	6375
Kif11	4819	6372
Ppig	6297	6367
Ncapd2	4514	6366
Fam168b	15126	6356
Smc6	5603	6352
Nr2c2	7620	6351
Eif5b	7797	6346
Jhdm1d	9553	6346
Blnk	2097	6338
Golga4	7532	6324
Rasa3	4118	6321
Nav2	22374	6320
Rlim	7435	6306
Mtdh	3680	6298
Notch1	9489	6297
Aspm	9866	6295
Rpl14	935	6292
Chst15	4265	6289
Mtmr3	5674	6278
Pds5a	4146	6278
Phf14	10800	6268
Eif4a1	3749	6260
Capza1	3187	6259
Supt6	6201	6248
Samd9l	5329	6245
Rfx7	8000	6198
Scd1	4837	6189
Tmed2	1975	6189
Arpc2	1597	6185
Ankrd44	6140	6183
Ktn1	4485	6175
Rsbn1l	5554	6158
Arid4a	5780	6153
Cenpe	7813	6149
Zfp710	13528	6149
Spag9	49794	6136
Uhrf1	13944	6132
Actn4	3811	6121
Rpl18	679	6120
4930523C07Rik	5868	6116
Rltpr	2504	6116
Clk1	6657	6115
Brd8	4677	6109
Hdac7	33483	6103
Rfwd2	5056	6093
Suv420h1	33890	6092
Rnf10	3112	6090
Fchsd2	8750	6084
Cdk19	11482	6066
Flii	4012	6064
Smek2	5108	6048
Smap2	2905	6047
Hnrpdl	2750	6045
Sipa1	18455	6041
Bms1	4288	6035
Arhgap11a	5016	6024
Sun2	11325	6024
H2-Q4	1793	6015
Fnbp4	4690	6013
Epn1	4959	6004
Atp11b	4864	5990
Ccni	2804	5983
Ypel3	2006	5983
Prkce	6254	5973
Rdx	10555	5964
Tpx2	21219	5957
Dhx16	3390	5954
Hvcn1	5423	5952
Tspyl2	2758	5950
Mir5109	87	5944
Filip1l	7199	5942
Ubqln1	7288	5940
Gm15800	15482	5938
Cbx1	1274	5930
Stat6	3805	5929
Gigyf2	11437	5926
Celf1	25095	5917
Zfp236	9473	5912
Ptbp1	5788	5900
Arid3a	5326	5892
Pdcd6ip	17877	5881
Foxn3	2611	5880
Peli1	3485	5868
Irf2	2484	5864
Trp53i11	2662	5858
U2surp	15340	5856
Topbp1	5111	5845
Nfat5	26824	5844
Rc3h1	11011	5842
Slc25a51	4437	5842
H2afy	7824	5837
Ubxn1	1033	5832
Snw1	2257	5831
Arcn1	3454	5828
Gpatch8	6829	5828
Cd44	29904	5819
Nfkb1	4118	5814
Paip2	1424	5814
Hist1h2ak	393	5806
Kdm1b	4987	5787
Hdgf	2245	5772
Ankfy1	8034	5763
Rbm17	1534	5754
Ap2m1	2057	5753
Slamf6	2443	5752
B4galt1	4535	5751
Akap8	3695	5747
Srsf2	1903	5742
Ube2d3	2619	5707
Glyr1	6686	5699
Hnrnpr	2675	5679
Slc43a2	20968	5674
Rbm27	6264	5668
Ube2i	8297	5666
Pcbp1	1669	5655
Stag1	6010	5650
Rapgef1	18321	5644
Ppp6r3	14498	5639
Dnaja1	16680	5632
Ctbp1	9536	5623
Smg6	5799	5619
Usp8	8387	5617
Cdc5l	2991	5613
Traf6	5474	5609
Slu7	7385	5602
Dnmt3a	28337	5600
Usp25	4413	5587
N4bp2	5731	5586
Rps15	522	5579
Dennd5b	9833	5577
Phrf1	5374	5575
A830010M20Rik	11543	5572
Srsf3	5626	5570
Osbpl9	9599	5562
Treml2	4509	5561
Trim11	2252	5553
Tm9sf3	6144	5548
Eif3b	2966	5545
Dcaf8	3743	5542
Sart1	5091	5538
Ubr3	16153	5532
U2af2	4392	5531
Tor1aip1	12152	5512
Arap1	19753	5509
Zfc3h1	6956	5504
Gdi1	2657	5499
Scaf8	4873	5490
Arhgdib	1100	5477
Snora21	128	5472
Dip2b	17041	5464
Zfp871	10850	5462
Scaf1	4177	5456
Fcho1	6559	5452
Suz12	8677	5448
Gm1821	703	5447
Slc30a5	3179	5446
Pim1	1753	5444
Tm9sf2	3062	5444
Cdk12	20157	5420
Pds5b	7309	5420
Pou2f1	51912	5420
Zfp646	6310	5419
Rpl27	734	5416
Wtap	11937	5416
D4Wsu53e	1415	5398
Phf12	4392	5395
Sdha	2859	5373
Cd22	8069	5372
Ccna2	2811	5361
Eif3h	1228	5361
5031439G07Rik	5032	5351
Mapre1	7327	5350
Uso1	3898	5347
Morc3	4179	5344
Kdm4a	7992	5326
Ehbp1l1	17401	5316
Gak	4453	5313
Rb1cc1	7046	5311
Nufip2	10399	5307
Pgls	883	5302
Whsc1l1	13575	5298
Acad9	3913	5292
Lbh	3068	5290
Gns	3855	5289
Tra2b	2135	5280
Fubp1	6491	5274
Kansl1l	9283	5262
1700021K19Rik	10641	5260
Cd38	2995	5258
Slc25a5	1238	5241
Rpl24	679	5232
Add3	17766	5229
Med1	15722	5224
Glul	2782	5221
Madd	18118	5218
Cdkn1b	2405	5203
Cct5	1769	5198
Ppm1g	2165	5190
Ctdsp2	8959	5189
Mtor	8595	5189
Iws1	9623	5180
Pak2	4099	5178
Parp14	7251	5169
Gtf3c1	6869	5168
Runx1	25412	5161
Zfp36	1765	5160
Trim44	5612	5159
Polr2m	4420	5150
Ubn1	6455	5147
Suds3	4751	5141
Rps2	999	5140
Ncor2	25588	5134
Usp19	23481	5129
Med12	8447	5125
Nuak1	5018	5125
Ap3d1	4730	5118
Msi2	7270	5113
Ahdc1	6602	5111
Sqstm1	2000	5108
Lig4	4081	5103
Spop	2882	5101
Sorcs2	5721	5095
Os9	7933	5080
Nup50	4749	5077
Sec62	3966	5075
Sik1	4509	5074
Gpbp1l1	3519	5072
Puf60	5610	5070
Ywhag	3592	5068
Clasp1	23049	5066
Api5	3702	5063
Rpl22	2040	5052
Cul3	2764	5051
Ttc14	20502	5049
Tlk1	4031	5047
Synrg	11105	5032
Eif2c1	7064	5031
Ptpra	7110	5023
Kctd3	3703	5017
Setd1a	5931	5017
Cbl	5083	5014
C2cd3	7811	5013
Gna13	6197	5009
Helz	6218	5007
Pde4b	17179	5003
Otud4	14651	4999
Trak2	6240	4998
Arih1	6435	4997
Rps11	602	4990
Rpl32	504	4983
Csnk1g2	4695	4978
Gps2	1220	4978
Gigyf1	5438	4970
Zfp148	9431	4969
Tmbim6	9870	4955
Myo18a	7304	4950
Rab14	3081	4948
Sh3glb1	3949	4944
Dock11	6665	4943
Mdm4	3490	4933
Zc3h18	7536	4932
Asxl2	17922	4931
Fam193a	5541	4927
P4hb	2538	4926
Tceb3	4592	4926
Ppp2r5c	13298	4924
A630089N07Rik	2131	4923
Cnot6l	5269	4923
Dtx3l	5181	4922
Dock10	7303	4920
Arpc4	6463	4919
Gsk3b	8298	4914
Hn1	1358	4912
Pqbp1	3375	4909
Dlg1	27519	4908
Brd7	2370	4906
Fam49b	3800	4900
Xiap	6550	4886
Hmgn2	1254	4884
Tfrc	4914	4882
2810407C02Rik	3546	4875
Pdia3	2642	4874
Mlec	5952	4871
Ppp1r9b	4330	4871
Rps10	573	4853
Ap3b1	4020	4846
St3gal1	5784	4846
Capza2	1986	4841
1110018G07Rik	5433	4840
Taok2	10234	4833
Eif3d	1910	4832
Sh2b3	2482	4831
Aftph	7788	4827
Cbx5	26505	4827
Psip1	3181	4825
Pdzd8	7076	4822
Tcof1	9150	4822
Dnahc8	14583	4820
Ppp4r2	3641	4820
Zbtb7a	5373	4819
Gfod1	6654	4806
Taf1	8060	4801
Spg21	2690	4786
D14Abb1e	14878	4782
Nfkbie	2421	4778
Gfra1	3224	4777
Wwp2	4281	4776
Qrich1	6600	4773
Tnpo1	10776	4770
Nfkb2	9232	4767
Cherp	3800	4766
Svil	7424	4765
E2f4	1993	4763
Strap	2644	4763
Mier1	9403	4754
Pi4ka	6431	4753
Odf2	14832	4744
Dhx38	4190	4743
Rac1	2269	4741
Atp5h	574	4739
Slbp	1631	4739
Sec16a	8739	4737
9830001H06Rik	13232	4725
Nol7	1811	4720
Ccm2	5336	4718
Tug1	7949	4718
Atp8a1	16303	4716
Zhx2	4374	4714
Eif3g	1068	4711
Rnf169	7156	4710
Dnajc13	7697	4703
Map4k1	2698	4699
G3bp2	21355	4698
Cbfb	11346	4697
Rftn1	2802	4697
Slc16a1	4426	4690
Sh3bgrl	2836	4687
Smg7	17387	4687
Pcnx	12139	4685
Rps26	448	4685
Ube2d2a	2483	4680
Larp1	6615	4679
Cdc42se2	3138	4670
Mid1	7784	4666
Lynx1	3952	4665
Cdc37	2456	4663
Heg1	4780	4661
Zscan29	6904	4660
Acss1	3594	4659
Senp6	4938	4652
Larp4b	4688	4647
Zfp608	6112	4643
Eif3f	1507	4639
Cxxc5	2272	4636
Rnf44	23400	4635
Mbtps1	8599	4607
